donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,donor_canon,acceptor_canon,new_scaffold_split_721
YPNVHPFCXUBICG-VIFPVBQESA-N,CHQXOPIYRWAKGI-UHFFFAOYSA-N,C[C@@H](C=O)NC(=O)CCC1=CC=C(C=C1)F,C1=C(C(=C(N=C1OC(F)(F)F)C(F)F)CN)C=O,CBZ3-P-7101A585FBA30FEE,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,C[C@@H](C=O)NC(=O)CCc1ccc(F)cc1,NCc1c(C=O)cc(OC(F)(F)F)nc1C(F)F,train
LKWLJLODWHWGOX-UHFFFAOYSA-N,VJGLQRJZOPPFPO-UHFFFAOYSA-N,C1C(C=C(C=N1)C2=NOC=N2)(C=O)C3=CC=CC=C3F,CN1C(=CC2=C1C=C(C=C2)Br)C=O,CBZ3-P-3276C936D557C7C3,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=CC1(c2ccccc2F)C=C(c2ncon2)C=NC1,Cn1c(C=O)cc2ccc(Br)cc21,train
VJGLQRJZOPPFPO-UHFFFAOYSA-N,LKWLJLODWHWGOX-UHFFFAOYSA-N,CN1C(=CC2=C1C=C(C=C2)Br)C=O,C1C(C=C(C=N1)C2=NOC=N2)(C=O)C3=CC=CC=C3F,CBZ3-P-3276C936D557C7C3,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cn1c(C=O)cc2ccc(Br)cc21,O=CC1(c2ccccc2F)C=C(c2ncon2)C=NC1,train
UNHCVVZADVVTNB-UHFFFAOYSA-N,WKURCQMFOMLYLP-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)C)C(C=O)C2=C(C=C(C=C2C)C)C)C,C1=CN(C(=O)C(=C1)C=O)CC(F)(F)F,CBZ3-P-5E793F17C9AECACD,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,Cc1cc(C)c(C(C=O)c2c(C)cc(C)cc2C)c(C)c1,O=Cc1cccn(CC(F)(F)F)c1=O,train
WKURCQMFOMLYLP-UHFFFAOYSA-N,UNHCVVZADVVTNB-UHFFFAOYSA-N,C1=CN(C(=O)C(=C1)C=O)CC(F)(F)F,CC1=CC(=C(C(=C1)C)C(C=O)C2=C(C=C(C=C2C)C)C)C,CBZ3-P-5E793F17C9AECACD,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=Cc1cccn(CC(F)(F)F)c1=O,Cc1cc(C)c(C(C=O)c2c(C)cc(C)cc2C)c(C)c1,train
RCWOETVDXVXFIN-UHFFFAOYSA-N,ZPDYSPULCCFLAV-SNVBAGLBSA-N,C1=CN=C(C(=C1C=CCCl)C=O)F,C1=CNC2=NC=NC(=C21)C3=CN(N=C3)[C@H](CC=O)C(F)(F)F,CBZ3-P-9D2C9113EC435E23,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=Cc1c(C=CCCl)ccnc1F,O=CC[C@@H](n1cc(-c2ncnc3[nH]ccc23)cn1)C(F)(F)F,mixed
ZPDYSPULCCFLAV-SNVBAGLBSA-N,RCWOETVDXVXFIN-UHFFFAOYSA-N,C1=CNC2=NC=NC(=C21)C3=CN(N=C3)[C@H](CC=O)C(F)(F)F,C1=CN=C(C(=C1C=CCCl)C=O)F,CBZ3-P-9D2C9113EC435E23,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=CC[C@@H](n1cc(-c2ncnc3[nH]ccc23)cn1)C(F)(F)F,O=Cc1c(C=CCCl)ccnc1F,mixed
AXHMJKOWMQZCAA-UHFFFAOYSA-N,DLIUHYJPOWFNMZ-UHFFFAOYSA-N,CC1=CC=C(C=C1)C2=CC(=NC(=N2)SC3=CC=C(O3)C=O)C(F)(F)F,COC(=O)C1=CC=C(S1)C#CCN2C(CC(C2=O)(F)F)CC=O,CBZ3-P-90EF7ADA1A5909F8,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,Cc1ccc(-c2cc(C(F)(F)F)nc(Sc3ccc(C=O)o3)n2)cc1,COC(=O)c1ccc(C#CCN2C(=O)C(F)(F)CC2CC=O)s1,mixed
DLIUHYJPOWFNMZ-UHFFFAOYSA-N,AXHMJKOWMQZCAA-UHFFFAOYSA-N,COC(=O)C1=CC=C(S1)C#CCN2C(CC(C2=O)(F)F)CC=O,CC1=CC=C(C=C1)C2=CC(=NC(=N2)SC3=CC=C(O3)C=O)C(F)(F)F,CBZ3-P-90EF7ADA1A5909F8,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,COC(=O)c1ccc(C#CCN2C(=O)C(F)(F)CC2CC=O)s1,Cc1ccc(-c2cc(C(F)(F)F)nc(Sc3ccc(C=O)o3)n2)cc1,mixed
DKXNBNKWCZZMJT-WUJBLJFYSA-N,PGOVOMOXZXXENX-UHFFFAOYSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,COC1=C(C=C(C=N1)N2C(=NN=N2)C(F)(F)F)C=O,CBZ3-P-539F919BB05F3AB9,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,COc1ncc(-n2nnnc2C(F)(F)F)cc1C=O,train
PGOVOMOXZXXENX-UHFFFAOYSA-N,DKXNBNKWCZZMJT-WUJBLJFYSA-N,COC1=C(C=C(C=N1)N2C(=NN=N2)C(F)(F)F)C=O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,CBZ3-P-539F919BB05F3AB9,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,COc1ncc(-n2nnnc2C(F)(F)F)cc1C=O,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,train
NPNWINQQJCMQLR-UHFFFAOYSA-N,YQMVEUSEAIITEH-UHFFFAOYSA-N,CC(=O)N1CCCCC1C=O,CC1=C(N(C=C1C(F)F)C)C=O,CBZ3-P-9C7FCB426AFC57EB,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC(=O)N1CCCCC1C=O,Cc1c(C(F)F)cn(C)c1C=O,train
YQMVEUSEAIITEH-UHFFFAOYSA-N,NPNWINQQJCMQLR-UHFFFAOYSA-N,CC1=C(N(C=C1C(F)F)C)C=O,CC(=O)N1CCCCC1C=O,CBZ3-P-9C7FCB426AFC57EB,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cc1c(C(F)F)cn(C)c1C=O,CC(=O)N1CCCCC1C=O,train
LCZMGBIAUHAYSH-UHFFFAOYSA-N,ZFHFNMDCLBHXPF-UHFFFAOYSA-N,CC(C)CC1CCCC1(CC2=CC=CC=C2)C=O,C1=CC=C2C(=C1)C=C(C(=N2)C=O)CO,CBZ3-P-7FFC612C342EF397,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC(C)CC1CCCC1(C=O)Cc1ccccc1,O=Cc1nc2ccccc2cc1CO,mixed
ZFHFNMDCLBHXPF-UHFFFAOYSA-N,LCZMGBIAUHAYSH-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(C(=N2)C=O)CO,CC(C)CC1CCCC1(CC2=CC=CC=C2)C=O,CBZ3-P-7FFC612C342EF397,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=Cc1nc2ccccc2cc1CO,CC(C)CC1CCCC1(C=O)Cc1ccccc1,mixed
CWVQGULJCCUETQ-UHFFFAOYSA-N,OIKQYVRMWHZGEJ-UHFFFAOYSA-N,C1CC(N(C1)C(=O)C2=CC=C(C=C2)Cl)C=O,CN1C=NC(=C1C2=CC=CC=C2F)C=O,CBZ3-P-CA6C9A95E58931E5,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=CC1CCCN1C(=O)c1ccc(Cl)cc1,Cn1cnc(C=O)c1-c1ccccc1F,validation
OIKQYVRMWHZGEJ-UHFFFAOYSA-N,CWVQGULJCCUETQ-UHFFFAOYSA-N,CN1C=NC(=C1C2=CC=CC=C2F)C=O,C1CC(N(C1)C(=O)C2=CC=C(C=C2)Cl)C=O,CBZ3-P-CA6C9A95E58931E5,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cn1cnc(C=O)c1-c1ccccc1F,O=CC1CCCN1C(=O)c1ccc(Cl)cc1,validation
AMCGNNUIRVFOGD-UHFFFAOYSA-N,HIDJAESZAGPNGM-UHFFFAOYSA-N,C=CC1CC(C(C1)C=O)C=C,CC1=CC(=NN1C2=CC=CC(=N2)C=O)C,CBZ3-P-10964307D292CCC2,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,C=CC1CC(C=C)C(C=O)C1,Cc1cc(C)n(-c2cccc(C=O)n2)n1,train
HIDJAESZAGPNGM-UHFFFAOYSA-N,AMCGNNUIRVFOGD-UHFFFAOYSA-N,CC1=CC(=NN1C2=CC=CC(=N2)C=O)C,C=CC1CC(C(C1)C=O)C=C,CBZ3-P-10964307D292CCC2,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cc1cc(C)n(-c2cccc(C=O)n2)n1,C=CC1CC(C=C)C(C=O)C1,train
CEKZTVOUHBJPKP-UHFFFAOYSA-N,FYYKLYNKTZGJFN-UHFFFAOYSA-N,CC1=C(SC(=C1C2=CC(=C(C=C2)O)F)C=O)C3=CC(=C(C=C3)O)Cl,C1C(CO1)(CC=O)F,CBZ3-P-3A7B63F10BB7DEFF,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,Cc1c(-c2ccc(O)c(Cl)c2)sc(C=O)c1-c1ccc(O)c(F)c1,O=CCC1(F)COC1,validation
FYYKLYNKTZGJFN-UHFFFAOYSA-N,CEKZTVOUHBJPKP-UHFFFAOYSA-N,C1C(CO1)(CC=O)F,CC1=C(SC(=C1C2=CC(=C(C=C2)O)F)C=O)C3=CC(=C(C=C3)O)Cl,CBZ3-P-3A7B63F10BB7DEFF,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=CCC1(F)COC1,Cc1c(-c2ccc(O)c(Cl)c2)sc(C=O)c1-c1ccc(O)c(F)c1,validation
JXQAAZPAHSMBAG-UHFFFAOYSA-N,OFDYNWJPXIEXPK-WVQRXBFSSA-N,CC1=C(N2C(=N1)CN=C(C3=C2C=CC(=C3)[N+](=O)[O-])C4=CC=CC=C4F)C=O,CC(C)(C)OC(=O)N[C@H](COC)C(=O)NC1=CC2=C(CC(C2)C=O)C(=C1)F,CBZ3-P-3833F1DA4BDB315B,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,Cc1nc2n(c1C=O)-c1ccc([N+](=O)[O-])cc1C(c1ccccc1F)=NC2,COC[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1cc(F)c2c(c1)CC(C=O)C2,train
OFDYNWJPXIEXPK-WVQRXBFSSA-N,JXQAAZPAHSMBAG-UHFFFAOYSA-N,CC(C)(C)OC(=O)N[C@H](COC)C(=O)NC1=CC2=C(CC(C2)C=O)C(=C1)F,CC1=C(N2C(=N1)CN=C(C3=C2C=CC(=C3)[N+](=O)[O-])C4=CC=CC=C4F)C=O,CBZ3-P-3833F1DA4BDB315B,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,COC[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1cc(F)c2c(c1)CC(C=O)C2,Cc1nc2n(c1C=O)-c1ccc([N+](=O)[O-])cc1C(c1ccccc1F)=NC2,train
VDLQBSZIIISXBW-UHFFFAOYSA-N,WZYRMLAWNVOIEX-KIFFQIORSA-N,C1CN(CCN1)C2=C(C3=CC=CC=C3N2C4=CC(=CC=C4)Cl)C=O,C1[C@H](C([C@H](O1)[C@H](C=O)O)O)O,CBZ3-P-83935302A87DA979,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=Cc1c(N2CCNCC2)n(-c2cccc(Cl)c2)c2ccccc12,O=C[C@H](O)[C@H]1OC[C@@H](O)C1O,mixed
WZYRMLAWNVOIEX-KIFFQIORSA-N,VDLQBSZIIISXBW-UHFFFAOYSA-N,C1[C@H](C([C@H](O1)[C@H](C=O)O)O)O,C1CN(CCN1)C2=C(C3=CC=CC=C3N2C4=CC(=CC=C4)Cl)C=O,CBZ3-P-83935302A87DA979,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=C[C@H](O)[C@H]1OC[C@@H](O)C1O,O=Cc1c(N2CCNCC2)n(-c2cccc(Cl)c2)c2ccccc12,mixed
GRLADIZJMVJICF-ZJUUUORDSA-N,MBFBGLKBVWQQLF-UHFFFAOYSA-N,C1[C@@H]([C@]1(C=O)Cl)C2=CC=C(C=C2)Cl,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C=O)CCCO)F,CBZ3-P-C56F3E80857F354D,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=C[C@@]1(Cl)C[C@@H]1c1ccc(Cl)cc1,CN1CCN(c2cc3c(cc2F)c(=O)c(C=O)cn3CCCO)CC1,train
MBFBGLKBVWQQLF-UHFFFAOYSA-N,GRLADIZJMVJICF-ZJUUUORDSA-N,CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C=O)CCCO)F,C1[C@@H]([C@]1(C=O)Cl)C2=CC=C(C=C2)Cl,CBZ3-P-C56F3E80857F354D,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,CN1CCN(c2cc3c(cc2F)c(=O)c(C=O)cn3CCCO)CC1,O=C[C@@]1(Cl)C[C@@H]1c1ccc(Cl)cc1,train
FICXTRWZULHOKY-UHFFFAOYSA-N,WHUIFAWKZMRKER-UHFFFAOYSA-N,CCN(CC(F)(F)F)C1=NC=C(C=C1)C=O,CC1(C(CC(=O)C2=C1C=CC=C2O)C=O)O,CBZ3-P-BB9867B4FAEDE0DB,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CCN(CC(F)(F)F)c1ccc(C=O)cn1,CC1(O)c2cccc(O)c2C(=O)CC1C=O,mixed
WHUIFAWKZMRKER-UHFFFAOYSA-N,FICXTRWZULHOKY-UHFFFAOYSA-N,CC1(C(CC(=O)C2=C1C=CC=C2O)C=O)O,CCN(CC(F)(F)F)C1=NC=C(C=C1)C=O,CBZ3-P-BB9867B4FAEDE0DB,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,CC1(O)c2cccc(O)c2C(=O)CC1C=O,CCN(CC(F)(F)F)c1ccc(C=O)cn1,mixed
MTVQGDFPAZQCHU-UHFFFAOYSA-N,RKLPSFKYATXVAC-UHFFFAOYSA-N,CC1(CCC(C2C1CC(C(C2Cl)O)(CNC3=CC(=C(C(=C3)F)C(=O)O)F)C=O)(C)C)C,C1=C(N(C(=C1)C#N)CC(F)(F)F)C=O,CBZ3-P-6A9E177F3EAC74B8,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC1(C)CCC(C)(C)C2C(Cl)C(O)C(C=O)(CNc3cc(F)c(C(=O)O)c(F)c3)CC21,N#Cc1ccc(C=O)n1CC(F)(F)F,train
RKLPSFKYATXVAC-UHFFFAOYSA-N,MTVQGDFPAZQCHU-UHFFFAOYSA-N,C1=C(N(C(=C1)C#N)CC(F)(F)F)C=O,CC1(CCC(C2C1CC(C(C2Cl)O)(CNC3=CC(=C(C(=C3)F)C(=O)O)F)C=O)(C)C)C,CBZ3-P-6A9E177F3EAC74B8,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,N#Cc1ccc(C=O)n1CC(F)(F)F,CC1(C)CCC(C)(C)C2C(Cl)C(O)C(C=O)(CNc3cc(F)c(C(=O)O)c(F)c3)CC21,train
FDXCOMHTBFCAOU-UHFFFAOYSA-N,SXAQGELQDXUUCR-UHFFFAOYSA-N,CC1=C(C2=C(C=C1)C(=C(N2)C3=CC=CC=C3C(F)(F)F)C=O)C,CC1=CC(=C(C(=C1)O)C(C)(C)CC=O)C,CBZ3-P-66EB846766D97B14,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,Cc1ccc2c(C=O)c(-c3ccccc3C(F)(F)F)[nH]c2c1C,Cc1cc(C)c(C(C)(C)CC=O)c(O)c1,train
SXAQGELQDXUUCR-UHFFFAOYSA-N,FDXCOMHTBFCAOU-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)O)C(C)(C)CC=O)C,CC1=C(C2=C(C=C1)C(=C(N2)C3=CC=CC=C3C(F)(F)F)C=O)C,CBZ3-P-66EB846766D97B14,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cc1cc(C)c(C(C)(C)CC=O)c(O)c1,Cc1ccc2c(C=O)c(-c3ccccc3C(F)(F)F)[nH]c2c1C,train
IXHTVUGIBLNBOF-UHFFFAOYSA-N,JPQSCEYXUKHGHQ-UHFFFAOYSA-N,COC(=O)C1=CC=CC(=C1F)C#CCC=O,COC1=C(N=C(C(=C1)C(F)F)OC(F)(F)F)C=O,CBZ3-P-2A7DCA3744AB7EC4,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,COC(=O)c1cccc(C#CCC=O)c1F,COc1cc(C(F)F)c(OC(F)(F)F)nc1C=O,train
JPQSCEYXUKHGHQ-UHFFFAOYSA-N,IXHTVUGIBLNBOF-UHFFFAOYSA-N,COC1=C(N=C(C(=C1)C(F)F)OC(F)(F)F)C=O,COC(=O)C1=CC=CC(=C1F)C#CCC=O,CBZ3-P-2A7DCA3744AB7EC4,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,COc1cc(C(F)F)c(OC(F)(F)F)nc1C=O,COC(=O)c1cccc(C#CCC=O)c1F,train
OGLYCNQKIHFKSD-UHFFFAOYSA-N,ZCNRUNQANLABCW-UHFFFAOYSA-N,CC(C)C1=NC2=CC=CC=C2C(=C1C=O)C3=CC=C(C=C3)F,C1CC12C3=C(C=C(C=C3)F)N(C2=O)CC4=NC5=C(N4CCC=O)C=CC(=C5)Cl,CBZ3-P-2F276E4F1BAF8EE5,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1C=O,O=CCCn1c(CN2C(=O)C3(CC3)c3ccc(F)cc32)nc2cc(Cl)ccc21,mixed
ZCNRUNQANLABCW-UHFFFAOYSA-N,OGLYCNQKIHFKSD-UHFFFAOYSA-N,C1CC12C3=C(C=C(C=C3)F)N(C2=O)CC4=NC5=C(N4CCC=O)C=CC(=C5)Cl,CC(C)C1=NC2=CC=CC=C2C(=C1C=O)C3=CC=C(C=C3)F,CBZ3-P-2F276E4F1BAF8EE5,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=CCCn1c(CN2C(=O)C3(CC3)c3ccc(F)cc32)nc2cc(Cl)ccc21,CC(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1C=O,mixed
AHVOWOKJBKJFEG-UHFFFAOYSA-N,WQDCMWLGYMYGGE-UHFFFAOYSA-N,CC1C2=CN=C(N=C2CCN1C3=CC(=C(C(=C3)F)F)OCCCCCC=O)C4=NC=CC=N4,CCOC(=O)C1=C2C=CC=CN2C(=C1C=O)C3=CC=CC=C3,CBZ3-P-1D9E8F79B33BC888,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC1c2cnc(-c3ncccn3)nc2CCN1c1cc(F)c(F)c(OCCCCCC=O)c1,CCOC(=O)c1c(C=O)c(-c2ccccc2)n2ccccc12,mixed
WQDCMWLGYMYGGE-UHFFFAOYSA-N,AHVOWOKJBKJFEG-UHFFFAOYSA-N,CCOC(=O)C1=C2C=CC=CN2C(=C1C=O)C3=CC=CC=C3,CC1C2=CN=C(N=C2CCN1C3=CC(=C(C(=C3)F)F)OCCCCCC=O)C4=NC=CC=N4,CBZ3-P-1D9E8F79B33BC888,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,CCOC(=O)c1c(C=O)c(-c2ccccc2)n2ccccc12,CC1c2cnc(-c3ncccn3)nc2CCN1c1cc(F)c(F)c(OCCCCCC=O)c1,mixed
POTVZDKFGIRFAO-UHFFFAOYSA-N,SNIWNLFDJGGGQL-UHFFFAOYSA-N,C1=CC(=CC=C1C(CC=O)C(F)(F)F)Cl,CC1=C(C(=NC=C1C=O)I)OC(F)(F)F,CBZ3-P-13716B3192452CDE,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=CCC(c1ccc(Cl)cc1)C(F)(F)F,Cc1c(C=O)cnc(I)c1OC(F)(F)F,train
SNIWNLFDJGGGQL-UHFFFAOYSA-N,POTVZDKFGIRFAO-UHFFFAOYSA-N,CC1=C(C(=NC=C1C=O)I)OC(F)(F)F,C1=CC(=CC=C1C(CC=O)C(F)(F)F)Cl,CBZ3-P-13716B3192452CDE,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cc1c(C=O)cnc(I)c1OC(F)(F)F,O=CCC(c1ccc(Cl)cc1)C(F)(F)F,train
KDODSEICKIJZME-UHFFFAOYSA-N,LTFQWNIZIRMPJJ-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=NOC=C2C=O)F)O,CC(C)(C=O)C1=C(N=CC=C1)C(F)(F)F,CBZ3-P-C258A0F04AC8DD18,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=Cc1conc1-c1ccc(O)c(F)c1,CC(C)(C=O)c1cccnc1C(F)(F)F,train
LTFQWNIZIRMPJJ-UHFFFAOYSA-N,KDODSEICKIJZME-UHFFFAOYSA-N,CC(C)(C=O)C1=C(N=CC=C1)C(F)(F)F,C1=CC(=C(C=C1C2=NOC=C2C=O)F)O,CBZ3-P-C258A0F04AC8DD18,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,CC(C)(C=O)c1cccnc1C(F)(F)F,O=Cc1conc1-c1ccc(O)c(F)c1,train
FAPMRBATVWJMAC-AAEUAGOBSA-N,ZIYLIUPJJDHDIP-UHFFFAOYSA-N,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(=O)O)C=O,C1=CN(C(=C1)C=O)CCC(=O)NC2=C(C=CC(=C2)F)F,CBZ3-P-BC09A66D2122C3C7,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C=O)CC(=O)O,O=Cc1cccn1CCC(=O)Nc1cc(F)ccc1F,train
ZIYLIUPJJDHDIP-UHFFFAOYSA-N,FAPMRBATVWJMAC-AAEUAGOBSA-N,C1=CN(C(=C1)C=O)CCC(=O)NC2=C(C=CC(=C2)F)F,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(=O)O)C=O,CBZ3-P-BC09A66D2122C3C7,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=Cc1cccn1CCC(=O)Nc1cc(F)ccc1F,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C=O)CC(=O)O,train
OJDXWEMJDUFCEJ-UHFFFAOYSA-N,ZGPZHVUSCCMPGT-UHFFFAOYSA-N,CC(=O)NCC1C=C(NO1)C2=CC(=C(C=C2)N3C=CC(=C3)C=O)F,CC1=CC(=CC(=C1CC=O)F)N,CBZ3-P-F0159C0F9024B9F0,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,CC(=O)NCC1C=C(c2ccc(-n3ccc(C=O)c3)c(F)c2)NO1,Cc1cc(N)cc(F)c1CC=O,mixed
ZGPZHVUSCCMPGT-UHFFFAOYSA-N,OJDXWEMJDUFCEJ-UHFFFAOYSA-N,CC1=CC(=CC(=C1CC=O)F)N,CC(=O)NCC1C=C(NO1)C2=CC(=C(C=C2)N3C=CC(=C3)C=O)F,CBZ3-P-F0159C0F9024B9F0,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,Cc1cc(N)cc(F)c1CC=O,CC(=O)NCC1C=C(c2ccc(-n3ccc(C=O)c3)c(F)c2)NO1,mixed
KFVJKIPBPBCWKI-UHFFFAOYSA-N,WEGICDGQQQLEGU-UHFFFAOYSA-N,C1=CC2=NC(=C(N2C=C1)C=O)OC3=CC(=C(C=C3)Cl)F,CC(C)(C)OC(=O)NC(C)(CCF)C=O,CBZ3-P-D73FEDD20E87D617,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=Cc1c(Oc2ccc(Cl)c(F)c2)nc2ccccn12,CC(C=O)(CCF)NC(=O)OC(C)(C)C,mixed
WEGICDGQQQLEGU-UHFFFAOYSA-N,KFVJKIPBPBCWKI-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(C)(CCF)C=O,C1=CC2=NC(=C(N2C=C1)C=O)OC3=CC(=C(C=C3)Cl)F,CBZ3-P-D73FEDD20E87D617,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,CC(C=O)(CCF)NC(=O)OC(C)(C)C,O=Cc1c(Oc2ccc(Cl)c(F)c2)nc2ccccn12,mixed
FXXJAPHHJGRRLW-UHFFFAOYSA-N,MJZPEFZMPFABAE-UHFFFAOYSA-N,C1C(C1C2=CC(=C(C=C2)Cl)F)C=O,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CN=CC(=C2C=O)F,CBZ3-P-25E489445886CF18,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,O=CC1CC1c1ccc(Cl)c(F)c1,O=Cc1c(F)cncc1-c1cc(Cl)c(Cl)c(Cl)c1,train
MJZPEFZMPFABAE-UHFFFAOYSA-N,FXXJAPHHJGRRLW-UHFFFAOYSA-N,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CN=CC(=C2C=O)F,C1C(C1C2=CC(=C(C=C2)Cl)F)C=O,CBZ3-P-25E489445886CF18,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,O=Cc1c(F)cncc1-c1cc(Cl)c(Cl)c(Cl)c1,O=CC1CC1c1ccc(Cl)c(F)c1,train
HPEMQCFJPXREND-UHFFFAOYSA-N,LXLCJMABZJLGQP-UHFFFAOYSA-N,CC1=C(OC2=C1C=C(C=C2)OC)C=O,CCOC(=O)C(CC(C=O)NCC1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O)(F)F,CBZ3-P-802AC5631BB02D1F,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,COc1ccc2oc(C=O)c(C)c2c1,CCOC(=O)C(F)(F)CC(C=O)NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,mixed
LXLCJMABZJLGQP-UHFFFAOYSA-N,HPEMQCFJPXREND-UHFFFAOYSA-N,CCOC(=O)C(CC(C=O)NCC1=CC2=C(C=C1)C(=O)N(C2)C3CCC(=O)NC3=O)(F)F,CC1=C(OC2=C1C=C(C=C2)OC)C=O,CBZ3-P-802AC5631BB02D1F,train,B_donor_A_acceptor,aliphatic__aromatic_hetero,CCOC(=O)C(F)(F)CC(C=O)NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,COc1ccc2oc(C=O)c(C)c2c1,mixed
NEKSVHMEGJHANR-UHFFFAOYSA-N,UQDKRXGUIOCKCI-GXSJLCMTSA-N,CC1=CC(=C(C(=O)N1C)C=O)N(CC=C)CC=C,COC1=CC=C(C=C1)[C@H]2C[C@H]2C=O,CBZ3-P-8A097A306EC2E982,train,A_donor_B_acceptor,aliphatic__aromatic_hetero,C=CCN(CC=C)c1cc(C)n(C)c(=O)c1C=O,COc1ccc([C@H]2C[C@H]2C=O)cc1,train
