donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair
PMJIYFYZAPURHO-XTBFLFJDSA-N,JBUUPCSBZZAHIW-UHFFFAOYSA-N,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=C(C=C2)O)C=O)N)O,C1=CC2=C(C=C1C(F)(F)F)OC=C2C=O,CBZ3-P-8A4953BCF42F43B5,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
BOZNKLQQOCSYOK-UHFFFAOYSA-N,HNIJRHPHTGFYER-UHFFFAOYSA-N,COC1(C=CC=CC1C=O)C2=C(C=C(C=N2)F)F,CN1C=C(C=C1C=O)C(=O)C2=CC=C(C=C2)C(F)(F)F,CBZ3-P-459C513E0A702396,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
HNIJRHPHTGFYER-UHFFFAOYSA-N,BOZNKLQQOCSYOK-UHFFFAOYSA-N,CN1C=C(C=C1C=O)C(=O)C2=CC=C(C=C2)C(F)(F)F,COC1(C=CC=CC1C=O)C2=C(C=C(C=N2)F)F,CBZ3-P-459C513E0A702396,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
ACMHCEYCNRURST-UHFFFAOYSA-N,VGISYEWIPSVIIK-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC1(CC1)C=O,C1=C(OC(=C1)C2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)C=O,CBZ3-P-04CA2F8405250E0F,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
VGISYEWIPSVIIK-UHFFFAOYSA-N,ACMHCEYCNRURST-UHFFFAOYSA-N,C1=C(OC(=C1)C2=CC(=CC(=C2)OCC(F)(F)F)OCC(F)(F)F)C=O,CC(C)(C)OC(=O)NC1(CC1)C=O,CBZ3-P-04CA2F8405250E0F,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
AMOHRKKEZIRFEC-UHFFFAOYSA-N,UIDHSNZJENMTLJ-UHFFFAOYSA-N,C1CCN(CC1)CCOC2=NC=C3C(=C2)N(C(=N3)NC(=O)C4=CC=C(C=C4)F)C5CCC(CC5)C=O,C1=CC(=CC(=C1)F)C2=CC=CC3=C2NC=C3C=O,CBZ3-P-D481DEFF4BF7B594,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
UIDHSNZJENMTLJ-UHFFFAOYSA-N,AMOHRKKEZIRFEC-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)C2=CC=CC3=C2NC=C3C=O,C1CCN(CC1)CCOC2=NC=C3C(=C2)N(C(=N3)NC(=O)C4=CC=C(C=C4)F)C5CCC(CC5)C=O,CBZ3-P-D481DEFF4BF7B594,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
AUELGTATXUVLJI-UHFFFAOYSA-N,IYZNXVGCNUZHTF-RMKNXTFCSA-N,C1=CC(=NC(=C1CC=O)C(F)(F)F)Cl,C1CCOC(C1)N2C=C(C(=N2)/C=C/C3=CC=C(C=C3)F)C=O,CBZ3-P-51BD3E6461F93518,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
IYZNXVGCNUZHTF-RMKNXTFCSA-N,AUELGTATXUVLJI-UHFFFAOYSA-N,C1CCOC(C1)N2C=C(C(=N2)/C=C/C3=CC=C(C=C3)F)C=O,C1=CC(=NC(=C1CC=O)C(F)(F)F)Cl,CBZ3-P-51BD3E6461F93518,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
KMSNYDIXHFFJPQ-UHFFFAOYSA-N,NIJMBSRBHKACOQ-CYBMUJFWSA-N,C1=CC=C(C(=C1)N2C(=C(N=N2)C=O)CC3=CC=C(C=C3)F)F,C1CC(CCC1C(=O)N[C@H](C=O)C2=CC=CC=C2)(F)F,CBZ3-P-D6FB255DC981DC5C,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
NIJMBSRBHKACOQ-CYBMUJFWSA-N,KMSNYDIXHFFJPQ-UHFFFAOYSA-N,C1CC(CCC1C(=O)N[C@H](C=O)C2=CC=CC=C2)(F)F,C1=CC=C(C(=C1)N2C(=C(N=N2)C=O)CC3=CC=C(C=C3)F)F,CBZ3-P-D6FB255DC981DC5C,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
PGUFZUKPZRDKEN-UHFFFAOYSA-N,QDEOWENEIUYZEU-UHFFFAOYSA-N,C1=CC(=CC(=C1)C(F)F)C=CCC=O,C1=C(C=C(C(=C1C2=CC(=C(N=C2)F)C=O)Cl)Cl)Cl,CBZ3-P-FEC93E1151437FE3,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
QDEOWENEIUYZEU-UHFFFAOYSA-N,PGUFZUKPZRDKEN-UHFFFAOYSA-N,C1=C(C=C(C(=C1C2=CC(=C(N=C2)F)C=O)Cl)Cl)Cl,C1=CC(=CC(=C1)C(F)F)C=CCC=O,CBZ3-P-FEC93E1151437FE3,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
FFINQXIUVMJWPP-UHFFFAOYSA-N,PXKZVPSOSXTRBA-UHFFFAOYSA-N,CCOC(=O)C1=C(C(=O)C(=CN1CC=O)C(=O)NCC2=C(C=C(C=C2)F)F)OC,C1=C(NC(=C(C1=O)Br)C(F)F)C=O,CBZ3-P-82EF9FD120603C16,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
PXKZVPSOSXTRBA-UHFFFAOYSA-N,FFINQXIUVMJWPP-UHFFFAOYSA-N,C1=C(NC(=C(C1=O)Br)C(F)F)C=O,CCOC(=O)C1=C(C(=O)C(=CN1CC=O)C(=O)NCC2=C(C=C(C=C2)F)F)OC,CBZ3-P-82EF9FD120603C16,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
BNJNSZLPLDBHKN-UHFFFAOYSA-N,PZLXAMCUFSEHDU-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C(N2OC(F)(F)F)C=O,CN(CCC1=CC=CC=C1F)CC=O,CBZ3-P-878F96AE9DFD87D4,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
PZLXAMCUFSEHDU-UHFFFAOYSA-N,BNJNSZLPLDBHKN-UHFFFAOYSA-N,CN(CCC1=CC=CC=C1F)CC=O,C1=CC=C2C(=C1)C=C(N2OC(F)(F)F)C=O,CBZ3-P-878F96AE9DFD87D4,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
MTKRKCBLXHUIEX-UHFFFAOYSA-N,OBTSZZGKHCMJCR-CQSZACIVSA-N,C1=CC(=CC=C1C(CC=O)C2=CC=C(C=C2)Br)F,C[C@H](C1=C(C=C2C=C(N(C2=C1)S(=O)(=O)C3=CC=CC=C3)C=O)F)NC(=O)OC(C)(C)C,CBZ3-P-3092D068DA6117F4,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
OBTSZZGKHCMJCR-CQSZACIVSA-N,MTKRKCBLXHUIEX-UHFFFAOYSA-N,C[C@H](C1=C(C=C2C=C(N(C2=C1)S(=O)(=O)C3=CC=CC=C3)C=O)F)NC(=O)OC(C)(C)C,C1=CC(=CC=C1C(CC=O)C2=CC=C(C=C2)Br)F,CBZ3-P-3092D068DA6117F4,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
MMEYWSRPUUFRMF-UHFFFAOYSA-N,RQFQOUDMBZYAJI-UHFFFAOYSA-N,CC1(CCC2=CC(=C(C=C2O1)F)OCC3=CC=CC=C3)C=O,C1=C(C=C(N=C1C(=O)O)C(=O)O)C=O,CBZ3-P-CEA5F9DE9AA54F63,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
RQFQOUDMBZYAJI-UHFFFAOYSA-N,MMEYWSRPUUFRMF-UHFFFAOYSA-N,C1=C(C=C(N=C1C(=O)O)C(=O)O)C=O,CC1(CCC2=CC(=C(C=C2O1)F)OCC3=CC=CC=C3)C=O,CBZ3-P-CEA5F9DE9AA54F63,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
QRDCFWMBXBNLRV-UHFFFAOYSA-N,ZHOXGILWMHZMGW-UHFFFAOYSA-N,C1=C(C=C(C(=C1F)F)F)N2C=C(N=N2)C=O,C1=CC=C(C=C1)C=CCC=O,CBZ3-P-17D54A8D45A36B5E,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
ZHOXGILWMHZMGW-UHFFFAOYSA-N,QRDCFWMBXBNLRV-UHFFFAOYSA-N,C1=CC=C(C=C1)C=CCC=O,C1=C(C=C(C(=C1F)F)F)N2C=C(N=N2)C=O,CBZ3-P-17D54A8D45A36B5E,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
CNLPDKRVPWYLQU-UHFFFAOYSA-N,IOTYSOARJYITCT-HNNXBMFYSA-N,C1=C(C(=C(C(=N1)[N+](=O)[O-])Cl)C(F)F)C=O,CCCC[C@@H](C=O)NC(=O)OCCCC1=CC=CC=C1,CBZ3-P-FF6B2AEE64BDA053,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
IOTYSOARJYITCT-HNNXBMFYSA-N,CNLPDKRVPWYLQU-UHFFFAOYSA-N,CCCC[C@@H](C=O)NC(=O)OCCCC1=CC=CC=C1,C1=C(C(=C(C(=N1)[N+](=O)[O-])Cl)C(F)F)C=O,CBZ3-P-FF6B2AEE64BDA053,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
KICZJZPJMAMURG-UHFFFAOYSA-N,VBKPPDYGFUZOAJ-UHFFFAOYSA-N,CCCCN1C(=C(C(=N1)C(F)(F)F)C=O)Cl,C(CC=O)CC(=O)O,CBZ3-P-C3194E04927E25FD,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
VBKPPDYGFUZOAJ-UHFFFAOYSA-N,KICZJZPJMAMURG-UHFFFAOYSA-N,C(CC=O)CC(=O)O,CCCCN1C(=C(C(=N1)C(F)(F)F)C=O)Cl,CBZ3-P-C3194E04927E25FD,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
ALJTYGNHUATGIY-CYBMUJFWSA-N,GMGWXEAVYWEXLE-UHFFFAOYSA-N,CC(=C)CC[C@H](C=O)OC(=O)C1=CC=CC=C1,C1=CC=C(C=C1)N2C(=C(N=N2)C=O)C3=CC=C(C=C3)F,CBZ3-P-6BA9F6C70A220A28,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
GMGWXEAVYWEXLE-UHFFFAOYSA-N,ALJTYGNHUATGIY-CYBMUJFWSA-N,C1=CC=C(C=C1)N2C(=C(N=N2)C=O)C3=CC=C(C=C3)F,CC(=C)CC[C@H](C=O)OC(=O)C1=CC=CC=C1,CBZ3-P-6BA9F6C70A220A28,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
IWXYHHBZCOCEAG-UHFFFAOYSA-N,VMNDUQCZSNNRMW-UHFFFAOYSA-N,CC(C)(C)[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OCCCCCC3=CC=CC=C3CCC=O,C1=CC(=CC(=C1)F)C2=NC=C(C=N2)C=O,CBZ3-P-A184B782863F1FDE,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
VMNDUQCZSNNRMW-UHFFFAOYSA-N,IWXYHHBZCOCEAG-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)C2=NC=C(C=N2)C=O,CC(C)(C)[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OCCCCCC3=CC=CC=C3CCC=O,CBZ3-P-A184B782863F1FDE,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
PRGBTDPKQNGLIW-UHFFFAOYSA-N,QTICSWKIAUNFNL-UHFFFAOYSA-N,C=CC(C1=CN=CC=C1)S(=O)(=O)N2C=C(C(=C2C3=CC=CC=C3F)I)C=O,CC1=CC(=C(C(=C1)C(=O)NC2CCC(N3N2C(=O)CCCC3=O)C(=O)NC(CC(=O)O)C=O)O)C,CBZ3-P-23C881B22D707000,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
QTICSWKIAUNFNL-UHFFFAOYSA-N,PRGBTDPKQNGLIW-UHFFFAOYSA-N,CC1=CC(=C(C(=C1)C(=O)NC2CCC(N3N2C(=O)CCCC3=O)C(=O)NC(CC(=O)O)C=O)O)C,C=CC(C1=CN=CC=C1)S(=O)(=O)N2C=C(C(=C2C3=CC=CC=C3F)I)C=O,CBZ3-P-23C881B22D707000,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
BQQBSBLAFZGZRF-UHFFFAOYSA-N,GDEMUNYYPNULEA-UHFFFAOYSA-N,C1C2=C(C=CC(=C2F)CC=O)C(=O)O1,C1=CC2=C(C=C1F)C(=CN2C(=O)CCC(=O)O)C=O,CBZ3-P-8EB5C07D598119B8,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
GDEMUNYYPNULEA-UHFFFAOYSA-N,BQQBSBLAFZGZRF-UHFFFAOYSA-N,C1=CC2=C(C=C1F)C(=CN2C(=O)CCC(=O)O)C=O,C1C2=C(C=CC(=C2F)CC=O)C(=O)O1,CBZ3-P-8EB5C07D598119B8,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
FLBROJNXKBQKSK-DTWKUNHWSA-N,UEGFXMALNFSZJW-UHFFFAOYSA-N,CC1(OC[C@@H](O1)[C@H](C=O)NC(=O)OC(C)(C)C)C,C1=CC(=C(C=C1F)I)N2C(=CC(=N2)Br)C=O,CBZ3-P-56932838CF7A55D6,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
UEGFXMALNFSZJW-UHFFFAOYSA-N,FLBROJNXKBQKSK-DTWKUNHWSA-N,C1=CC(=C(C=C1F)I)N2C(=CC(=N2)Br)C=O,CC1(OC[C@@H](O1)[C@H](C=O)NC(=O)OC(C)(C)C)C,CBZ3-P-56932838CF7A55D6,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
BMVNZBKQRRYJSV-UHFFFAOYSA-N,HVFZZZZPAJISFL-UHFFFAOYSA-N,CC1=CC2=C(C=C1)NC(=C2C=O)C(=O)O,C1=CC(=C(C=C1[N+](=O)[O-])F)CCCC=O,CBZ3-P-C5CF4C610638D13A,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
HVFZZZZPAJISFL-UHFFFAOYSA-N,BMVNZBKQRRYJSV-UHFFFAOYSA-N,C1=CC(=C(C=C1[N+](=O)[O-])F)CCCC=O,CC1=CC2=C(C=C1)NC(=C2C=O)C(=O)O,CBZ3-P-C5CF4C610638D13A,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
DRSBPVLJSZYDNR-UHFFFAOYSA-N,OAMSIHMEXDOFAV-GOSISDBHSA-N,CC1=C(C=CC(=C1)C2=NC=NC(=C2)C=O)F,C1C=C[C@](C2=C1C=C(C=C2)C3=CC(=CC=C3)F)(C=O)NC(=O)O,CBZ3-P-7FF7B45E1581A8AA,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
OAMSIHMEXDOFAV-GOSISDBHSA-N,DRSBPVLJSZYDNR-UHFFFAOYSA-N,C1C=C[C@](C2=C1C=C(C=C2)C3=CC(=CC=C3)F)(C=O)NC(=O)O,CC1=C(C=CC(=C1)C2=NC=NC(=C2)C=O)F,CBZ3-P-7FF7B45E1581A8AA,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
DCTVFIPIDIAHJO-UHFFFAOYSA-N,LJFGDIFDYZLTID-UHFFFAOYSA-N,CC(C)(CN1CCCC(C1)C(F)(F)F)C=O,CC1=C(N=C(C=C1C(F)F)[N+](=O)[O-])C=O,CBZ3-P-915FEC53CA476ACC,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
LJFGDIFDYZLTID-UHFFFAOYSA-N,DCTVFIPIDIAHJO-UHFFFAOYSA-N,CC1=C(N=C(C=C1C(F)F)[N+](=O)[O-])C=O,CC(C)(CN1CCCC(C1)C(F)(F)F)C=O,CBZ3-P-915FEC53CA476ACC,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
RJBLBCALOQKANX-UHFFFAOYSA-N,ZSXUNEXJSBTRFI-UHFFFAOYSA-N,C1CC(C1)(CC(C(F)F)(F)F)C=O,CC(C)CCC1=C(N=NN1CC(CO)(F)F)C=O,CBZ3-P-F13DF02038BCAA62,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
ZSXUNEXJSBTRFI-UHFFFAOYSA-N,RJBLBCALOQKANX-UHFFFAOYSA-N,CC(C)CCC1=C(N=NN1CC(CO)(F)F)C=O,C1CC(C1)(CC(C(F)F)(F)F)C=O,CBZ3-P-F13DF02038BCAA62,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
QWRXAJQFTFNFLQ-UHFFFAOYSA-N,WJKXBUPVDXSHAJ-UHFFFAOYSA-N,CC1=C(C=CC2=C1N(CCC2)CCC3=CC=CC=N3)CNC4=CC(=C(C=C4)CCC=O)F,C1=CC(=C(C(=C1)F)C2=C(NC(=N2)C=O)Br)C#N,CBZ3-P-420737D5E21A5D4C,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
WJKXBUPVDXSHAJ-UHFFFAOYSA-N,QWRXAJQFTFNFLQ-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)C2=C(NC(=N2)C=O)Br)C#N,CC1=C(C=CC2=C1N(CCC2)CCC3=CC=CC=N3)CNC4=CC(=C(C=C4)CCC=O)F,CBZ3-P-420737D5E21A5D4C,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
JZBMZVVLPYXOSB-UHFFFAOYSA-N,OCSXNNNQKJKKJB-UHFFFAOYSA-N,C1=CC2=C(C=C1C(=O)NCCCC=O)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)O,C1=C(C(=C(C(=N1)C=O)CN)C(F)F)O,CBZ3-P-6AD6B996BEF3B8DB,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
OCSXNNNQKJKKJB-UHFFFAOYSA-N,JZBMZVVLPYXOSB-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)C=O)CN)C(F)F)O,C1=CC2=C(C=C1C(=O)NCCCC=O)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)O,CBZ3-P-6AD6B996BEF3B8DB,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
CFGBDZAASSBCPY-UHFFFAOYSA-N,OTQQPVPEVWITRY-UHFFFAOYSA-N,C1CC(CCC1C=O)OC2=CC(=C(C=C2)Br)C(F)(F)F,CC1=CC(=C(N1C2=NC=CC(=N2)C(F)(F)F)C)C=O,CBZ3-P-9DA530FCA33D57B9,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
OTQQPVPEVWITRY-UHFFFAOYSA-N,CFGBDZAASSBCPY-UHFFFAOYSA-N,CC1=CC(=C(N1C2=NC=CC(=N2)C(F)(F)F)C)C=O,C1CC(CCC1C=O)OC2=CC(=C(C=C2)Br)C(F)(F)F,CBZ3-P-9DA530FCA33D57B9,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
FUYFVHMYRDRJMM-UHFFFAOYSA-N,KFMQZTDAKXTXDP-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)CC=O,C1=C(C(=C(C(=N1)I)CF)OC(F)(F)F)C=O,CBZ3-P-FD9E173A32A6713A,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
KFMQZTDAKXTXDP-UHFFFAOYSA-N,FUYFVHMYRDRJMM-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)I)CF)OC(F)(F)F)C=O,CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)CC=O,CBZ3-P-FD9E173A32A6713A,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
ULSBSUWWXUIGNX-UHFFFAOYSA-N,XPCVGVMSJNPECJ-UHFFFAOYSA-N,CC1=CC(=CC(=C1OC)CC=O)F,CC1(CCCC2=C1C(=NN2)C=O)F,CBZ3-P-10D3D99DE18506F1,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
XPCVGVMSJNPECJ-UHFFFAOYSA-N,ULSBSUWWXUIGNX-UHFFFAOYSA-N,CC1(CCCC2=C1C(=NN2)C=O)F,CC1=CC(=CC(=C1OC)CC=O)F,CBZ3-P-10D3D99DE18506F1,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
BHXMPJYEOFJMJD-UHFFFAOYSA-N,MSVREJIKBYUUDD-QJAFJHJLSA-N,CCOC(=O)CSC1=C(C(=NC(=N1)N)Cl)C=O,CCOC(C)OC[C@H]1CC(C(N1)C=O)(F)F,CBZ3-P-60D5997F54CAC6A9,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
MSVREJIKBYUUDD-QJAFJHJLSA-N,BHXMPJYEOFJMJD-UHFFFAOYSA-N,CCOC(C)OC[C@H]1CC(C(N1)C=O)(F)F,CCOC(=O)CSC1=C(C(=NC(=N1)N)Cl)C=O,CBZ3-P-60D5997F54CAC6A9,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
QXLQBEUBPJQOIT-UHFFFAOYSA-N,USSSRVZRUWFYDQ-UHFFFAOYSA-N,C1=C(C(=NC(=C1F)Br)C=O)C(F)F,C1=CN=C(C=C1C=CCC=O)C(F)(F)F,CBZ3-P-AD8F786F400977BE,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
USSSRVZRUWFYDQ-UHFFFAOYSA-N,QXLQBEUBPJQOIT-UHFFFAOYSA-N,C1=CN=C(C=C1C=CCC=O)C(F)(F)F,C1=C(C(=NC(=C1F)Br)C=O)C(F)F,CBZ3-P-AD8F786F400977BE,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
GWGVXENGVAEXGG-UHFFFAOYSA-N,LBNGKDIXNBJVFT-UHFFFAOYSA-N,C1CC1(CC(C(F)(F)F)O)C=O,CC1=COC(=C1C)C=O,CBZ3-P-1D53324CD803AB84,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
LBNGKDIXNBJVFT-UHFFFAOYSA-N,GWGVXENGVAEXGG-UHFFFAOYSA-N,CC1=COC(=C1C)C=O,C1CC1(CC(C(F)(F)F)O)C=O,CBZ3-P-1D53324CD803AB84,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
BCUVLMCXSDWQQC-KCDKBNATSA-N,TVIKNCPTOATSCO-UHFFFAOYSA-N,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)OS(=O)(=O)O,C1=CC(=CC(=C1)S(=O)(=O)CC2=CC=C(O2)C=O)F,CBZ3-P-0C19C7FF094F996F,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
TVIKNCPTOATSCO-UHFFFAOYSA-N,BCUVLMCXSDWQQC-KCDKBNATSA-N,C1=CC(=CC(=C1)S(=O)(=O)CC2=CC=C(O2)C=O)F,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)OS(=O)(=O)O,CBZ3-P-0C19C7FF094F996F,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
JOENXSAAHLUJOR-UHFFFAOYSA-N,SUSOEBAVFZNXJN-UHFFFAOYSA-N,CC1=CC(=C2C=C(C=C(C2=N1)F)Br)C=O,C1=CC(=C(C=C1OC(F)F)CCC=O)F,CBZ3-P-ED37BA7F743B4426,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
SUSOEBAVFZNXJN-UHFFFAOYSA-N,JOENXSAAHLUJOR-UHFFFAOYSA-N,C1=CC(=C(C=C1OC(F)F)CCC=O)F,CC1=CC(=C2C=C(C=C(C2=N1)F)Br)C=O,CBZ3-P-ED37BA7F743B4426,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
QQBCJGIZYIUAAG-LALPHHSUSA-N,WXRVWRCRHXRLDU-UHFFFAOYSA-N,CC1=CC=C(C=C1)S[C@]23C=C[C@H](C[C@@H]2C=O)OC3=O,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C=O)C3=CC(=CC=C3)F,CBZ3-P-658D023F8595DD31,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
WXRVWRCRHXRLDU-UHFFFAOYSA-N,QQBCJGIZYIUAAG-LALPHHSUSA-N,CC1=CC(=C(C=C1)OC)N2C(=C(N=N2)C=O)C3=CC(=CC=C3)F,CC1=CC=C(C=C1)S[C@]23C=C[C@H](C[C@@H]2C=O)OC3=O,CBZ3-P-658D023F8595DD31,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
IMLXMWDBBUJWOV-UHFFFAOYSA-N,RRAOLLXMKLFPEJ-UHFFFAOYSA-N,C1CC(CCC1C=O)C2=CC=CC=C2,C1=CC=C(C(=C1)NC2=NC(=C(S2)C=O)Cl)Cl,CBZ3-P-5008BB5E6094213E,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
RRAOLLXMKLFPEJ-UHFFFAOYSA-N,IMLXMWDBBUJWOV-UHFFFAOYSA-N,C1=CC=C(C(=C1)NC2=NC(=C(S2)C=O)Cl)Cl,C1CC(CCC1C=O)C2=CC=CC=C2,CBZ3-P-5008BB5E6094213E,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
FEPPPGDBMYQTCY-UHFFFAOYSA-N,JMQLLAOXIUEEBR-UHFFFAOYSA-N,C1=CN=CC(=C1CCCC=O)F,CN1C=NC(=C1C=O)I,CBZ3-P-16045C701E7659A2,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
JMQLLAOXIUEEBR-UHFFFAOYSA-N,FEPPPGDBMYQTCY-UHFFFAOYSA-N,CN1C=NC(=C1C=O)I,C1=CN=CC(=C1CCCC=O)F,CBZ3-P-16045C701E7659A2,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
NHGIHEYSNSBGOR-UHFFFAOYSA-N,XZBSHOCDQURPEH-UHFFFAOYSA-N,C1=CC2=C(C=C1F)N=CN2C3=NC=C(C=C3)C=O,C1C(OC(=O)N1C2=CC(=CC=C2)F)C=O,CBZ3-P-A453AF3EC29131F6,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
XZBSHOCDQURPEH-UHFFFAOYSA-N,NHGIHEYSNSBGOR-UHFFFAOYSA-N,C1C(OC(=O)N1C2=CC(=CC=C2)F)C=O,C1=CC2=C(C=C1F)N=CN2C3=NC=C(C=C3)C=O,CBZ3-P-A453AF3EC29131F6,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
GFQFNSBZNIFBEE-TZMCWYRMSA-N,YNTHPIQPMJJLMP-UHFFFAOYSA-N,CC(C)(CC(=O)O)N1C[C@@H]([C@H](C1)C2=CC(=CC=C2)F)C=O,CC(C)(C)OC(=O)N1CCC(CC1)COC2=C(C=C(C=C2)C3=CC=C(O3)C=O)F,CBZ3-P-0ED480E6947E98FE,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
YNTHPIQPMJJLMP-UHFFFAOYSA-N,GFQFNSBZNIFBEE-TZMCWYRMSA-N,CC(C)(C)OC(=O)N1CCC(CC1)COC2=C(C=C(C=C2)C3=CC=C(O3)C=O)F,CC(C)(CC(=O)O)N1C[C@@H]([C@H](C1)C2=CC(=CC=C2)F)C=O,CBZ3-P-0ED480E6947E98FE,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
SUFXNJQSEXNIPT-UHFFFAOYSA-N,ZRWWQYMPIFJGCQ-UHFFFAOYSA-N,CCCCN(CCCC)C1=NC(=C(S1)C=O)CC(C)(C)C,CC(C)(C)OC(=O)NC(C=O)C1=CC(=CC=C1)SC(F)(F)F,CBZ3-P-F9935735EC522BD6,train,A_donor_B_acceptor,aliphatic__aromatic_hetero
ZRWWQYMPIFJGCQ-UHFFFAOYSA-N,SUFXNJQSEXNIPT-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(C=O)C1=CC(=CC=C1)SC(F)(F)F,CCCCN(CCCC)C1=NC(=C(S1)C=O)CC(C)(C)C,CBZ3-P-F9935735EC522BD6,train,B_donor_A_acceptor,aliphatic__aromatic_hetero
