ald_idx,name,smiles_raw,InChIKey,cho_class,xtb_risk,smiles_canonical,scaffold,scaffold_split_legacy,computable
1110,7-methoxy-9H-carbazole-3-carbaldehyde,COC1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)C=O,IBDBRUPJUXYODT-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2c(c1)[nH]c1ccc(C=O)cc12,c1ccc2c(c1)[nH]c1ccccc12,train,
1111,"6-(4-hydroxy-2-methoxyphenyl)furo[2,3-f][1,3]benzodioxole-7-carbaldehyde",COC1=C(C=CC(=C1)O)C2=C(C3=CC4=C(C=C3O2)OCO4)C=O,DIWHINIZDYGBCS-UHFFFAOYSA-N,aromatic_hetero,,COc1cc(O)ccc1-c1oc2cc3c(cc2c1C=O)OCO3,c1ccc(-c2cc3cc4c(cc3o2)OCO4)cc1,test,
1112,"(6R,6aS,10aS)-5-hydroxy-7,7,10a-trimethyl-4-propan-2-yl-6a,8,9,10-tetrahydro-6H-indeno[2,1-g][1,3]benzodioxole-6-carbaldehyde",CC(C)C1=C(C2=C(C3=C1OCO3)[C@]4(CCCC([C@@H]4[C@H]2C=O)(C)C)C)O,WZYATGGRHPWBCT-VTOVKPRRSA-N,aliphatic,,CC(C)c1c(O)c2c(c3c1OCO3)[C@@]1(C)CCCC(C)(C)[C@@H]1[C@H]2C=O,c1cc2c(c3c1C[C@H]1CCCCC31)OCO2,train,
1113,"9,10-dihydroxy-8-methoxy-1-oxo-6-propan-2-yloxy-3-[(E)-prop-1-enyl]-6H-pyrano[4,3-c]isochromene-7-carbaldehyde",C/C=C/C1=CC2=C(C3=C(C(=C(C(=C3C(O2)OC(C)C)C=O)OC)O)O)C(=O)O1,BNFPYGWOFGPTQR-AATRIKPKSA-N,aromatic_carbo,,C/C=C/c1cc2c(c(=O)o1)-c1c(O)c(O)c(OC)c(C=O)c1C(OC(C)C)O2,O=c1occc2c1-c1ccccc1CO2,train,
1114,3-oxodecanal,CCCCCCCC(=O)CC=O,FPWYXHKGPQQAAG-UHFFFAOYSA-N,aliphatic,,CCCCCCCC(=O)CC=O,__no_ring__CCCCCCCC(=O)CC=O,validation,
1115,"5-chloro-3-[(2E,6E,10S)-10,11-dihydroxy-3,7,11-trimethyldodeca-2,6-dienyl]-2,4-dihydroxy-6-methylbenzaldehyde",CC1=C(C(=C(C(=C1Cl)O)C/C=C(\C)/CC/C=C(\C)/CC[C@@H](C(C)(C)O)O)O)C=O,DVURAWKKNXOYHO-LHDPSMIPSA-N,aromatic_carbo,,C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)CC[C@H](O)C(C)(C)O,c1ccccc1,train,
1116,"9,10-dihydroxy-6,8-dimethoxy-1-oxo-3-[(E)-prop-1-enyl]-6H-pyrano[4,3-c]isochromene-7-carbaldehyde",C/C=C/C1=CC2=C(C3=C(C(=C(C(=C3C(O2)OC)C=O)OC)O)O)C(=O)O1,LNBDQNHIHNAAHW-SNAWJCMRSA-N,aromatic_carbo,,C/C=C/c1cc2c(c(=O)o1)-c1c(O)c(O)c(OC)c(C=O)c1C(OC)O2,O=c1occc2c1-c1ccccc1CO2,train,
1117,"8-methoxy-3,3-dimethyl-11H-pyrano[3,2-a]carbazole-5-carbaldehyde",CC1(C=CC2=C(O1)C(=CC3=C2NC4=C3C=C(C=C4)OC)C=O)C,QBWFLAHUWCLAKK-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2[nH]c3c4c(c(C=O)cc3c2c1)OC(C)(C)C=C4,C1=Cc2c(ccc3c2[nH]c2ccccc23)OC1,train,
1118,"2,7-dihydroxy-6-methoxy-1-(3-methylbut-2-enyl)-9H-carbazole-3-carbaldehyde",CC(=CCC1=C(C(=CC2=C1NC3=CC(=C(C=C32)OC)O)C=O)O)C,MQUWQKZFHAMFOL-UHFFFAOYSA-N,aromatic_carbo,,COc1cc2c(cc1O)[nH]c1c(CC=C(C)C)c(O)c(C=O)cc12,c1ccc2c(c1)[nH]c1ccccc12,train,
1119,1-hydroxy-2-(3-methylbut-2-enyl)-9H-carbazole-3-carbaldehyde,CC(=CCC1=C(C2=C(C=C1C=O)C3=CC=CC=C3N2)O)C,QVEMARUSFKFNJG-UHFFFAOYSA-N,aromatic_carbo,,CC(C)=CCc1c(C=O)cc2c([nH]c3ccccc32)c1O,c1ccc2c(c1)[nH]c1ccccc12,train,
1120,"2,7-dihydroxy-6-methoxy-9H-carbazole-3-carbaldehyde",COC1=C(C=C2C(=C1)C3=C(N2)C=C(C(=C3)C=O)O)O,SSKMMRPVAASZHW-UHFFFAOYSA-N,aromatic_carbo,,COc1cc2c(cc1O)[nH]c1cc(O)c(C=O)cc12,c1ccc2c(c1)[nH]c1ccccc12,train,
1121,"3-[(2E)-3,7-dimethylocta-2,6-dienyl]-2,4-dihydroxy-6-methylbenzaldehyde",CC1=CC(=C(C(=C1C=O)O)C/C=C(\C)/CCC=C(C)C)O,SXOCWLUWTFGULD-MDWZMJQESA-N,aromatic_carbo,,CC(C)=CCC/C(C)=C/Cc1c(O)cc(C)c(C=O)c1O,c1ccccc1,train,
1122,"2-(2-hydroxyphenyl)-5-methyl-1,3-thiazole-4-carbaldehyde",CC1=C(N=C(S1)C2=CC=CC=C2O)C=O,MJVDHWKRLKYQTC-UHFFFAOYSA-N,aromatic_hetero,,Cc1sc(-c2ccccc2O)nc1C=O,c1ccc(-c2nccs2)cc1,train,
1123,"(2,3-dihydroxy-4-oxobutyl) dihydrogen phosphate",C(C(C(C=O)O)O)OP(=O)(O)O,NGHMDNPXVRFFGS-UHFFFAOYSA-N,aliphatic,phosphorus,O=CC(O)C(O)COP(=O)(O)O,__no_ring__C(C(C(C=O)O)O)OP(=O)(O)O,test,
1124,methyl 9-oxononanoate,COC(=O)CCCCCCCC=O,JMLYDLZRFNYHHO-UHFFFAOYSA-N,aliphatic,,COC(=O)CCCCCCCC=O,__no_ring__COC(=O)CCCCCCCC=O,test,
1125,"2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",C1=CC=C(C(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,BGOFCVIGEYGEOF-UJPOAAIJSA-N,aromatic_carbo,,O=Cc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,c1ccc(O[C@H]2CCCCO2)cc1,train,
1126,"2,8-dichloro-9-hydroxy-3-methoxy-1,4,7-trimethyl-6-oxobenzo[b][1,4]benzodioxepine-10-carbaldehyde",CC1=C2C(=C(C(=C1Cl)O)C=O)OC3=C(C(=C(C(=C3OC2=O)C)OC)Cl)C,SNNDIPJEAQAKTJ-UHFFFAOYSA-N,aromatic_carbo,,COc1c(C)c2c(c(C)c1Cl)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,O=C1Oc2ccccc2Oc2ccccc21,train,
1127,2-hydroxy-7-methoxy-9H-carbazole-3-carbaldehyde,COC1=CC2=C(C=C1)C3=C(N2)C=C(C(=C3)C=O)O,JLWFCPLXNANORV-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2c(c1)[nH]c1cc(O)c(C=O)cc12,c1ccc2c(c1)[nH]c1ccccc12,train,
1128,"5,7-dihydroxy-6-methyl-4-oxo-2-phenylchromene-8-carbaldehyde",CC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC=CC=C3)C=O)O,TXZFBUWNWNHMCS-UHFFFAOYSA-N,aromatic_carbo,,Cc1c(O)c(C=O)c2oc(-c3ccccc3)cc(=O)c2c1O,O=c1cc(-c2ccccc2)oc2ccccc12,train,
1129,"1,6,6-trimethylbicyclo[2.1.1]hexane-5-carbaldehyde",CC1(C2CCC1(C2C=O)C)C,AGTSNXAZDKAPHU-UHFFFAOYSA-N,aliphatic,,CC1(C)C2CCC1(C)C2C=O,C1CC2CC1C2,validation,
1130,cyclopenta[c]pyran-7-carbaldehyde,C1=COC=C2C1=CC=C2C=O,VRMFZTBAWYVGGB-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2ccocc1-2,c1cc2ccocc-2c1,train,
1131,"1-hydroxy-9,10-dioxoanthracene-2-carbaldehyde",C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)C=O)O,AWRYPIXTWQTPSZ-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc2c(c1O)C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,train,
1132,"[(1R,4aR,5R,8aR)-4a-formyl-5-[2-(furan-3-yl)ethyl]-1-methyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalen-1-yl]methyl acetate",CC(=O)OC[C@@]1(CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC3=COC=C3)C=O)C,OPDQOKREXYCJHD-YUMYIRISSA-N,aliphatic,,C=C1CC[C@@H]2[C@](C)(COC(C)=O)CCC[C@@]2(C=O)[C@@H]1CCc1ccoc1,C=C1CC[C@@H]2CCCCC2[C@@H]1CCc1ccoc1,validation,
1133,3-methyl-3-(4-methylpent-3-enyl)oxirane-2-carbaldehyde,CC(=CCCC1(C(O1)C=O)C)C,KXDDDNKGVUBFQS-UHFFFAOYSA-N,aliphatic,,CC(C)=CCCC1(C)OC1C=O,C1CO1,train,
1134,6-hydroxy-5-(3-methylbut-2-enyl)-9H-carbazole-3-carbaldehyde,CC(=CCC1=C(C=CC2=C1C3=C(N2)C=CC(=C3)C=O)O)C,GCNGRDPCOLMSIC-UHFFFAOYSA-N,aromatic_carbo,,CC(C)=CCc1c(O)ccc2[nH]c3ccc(C=O)cc3c12,c1ccc2c(c1)[nH]c1ccccc12,train,
1135,2-hydroxy-6-methoxy-9H-carbazole-3-carbaldehyde,COC1=CC2=C(C=C1)NC3=C2C=C(C(=C3)O)C=O,INFFNJXOAJWVCS-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2[nH]c3cc(O)c(C=O)cc3c2c1,c1ccc2c(c1)[nH]c1ccccc12,train,
1136,"2,7-dimethoxy-9H-carbazole-3-carbaldehyde",COC1=CC2=C(C=C1)C3=C(N2)C=C(C(=C3)C=O)OC,KSAHTWWUVLYPSK-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc2c(c1)[nH]c1cc(OC)c(C=O)cc12,c1ccc2c(c1)[nH]c1ccccc12,train,
1137,2-methoxy-9H-carbazole-3-carbaldehyde,COC1=CC2=C(C=C1C=O)C3=CC=CC=C3N2,SIUSRUNIJUFYPR-UHFFFAOYSA-N,aromatic_carbo,,COc1cc2[nH]c3ccccc3c2cc1C=O,c1ccc2c(c1)[nH]c1ccccc12,train,
1138,"2,4,6-trihydroxy-3-methyl-5-(3-phenylpropanoyl)benzaldehyde",CC1=C(C(=C(C(=C1O)C(=O)CCC2=CC=CC=C2)O)C=O)O,HKKGGXRAYMJKFW-UHFFFAOYSA-N,aromatic_carbo,,Cc1c(O)c(C=O)c(O)c(C(=O)CCc2ccccc2)c1O,O=C(CCc1ccccc1)c1ccccc1,train,
1139,"8-hydroxy-10H-furo[3,2-a]carbazole-4-carbaldehyde",C1=CC2=C(C=C1O)NC3=C2C=C(C4=C3C=CO4)C=O,YBJULDBBRCYNQP-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc2c3ccc(O)cc3[nH]c2c2ccoc12,c1ccc2c(c1)[nH]c1c3ccoc3ccc21,test,
1140,"1-methoxy-6-methyl-3-oxo-1,2-dihydroindene-4-carbaldehyde",CC1=CC(=C2C(=O)CC(C2=C1)OC)C=O,VNNRAAJVRAAXSH-UHFFFAOYSA-N,aromatic_carbo,,COC1CC(=O)c2c(C=O)cc(C)cc21,O=C1CCc2ccccc21,train,
1141,"3,5-dimethoxy-4-(3-methylbut-2-enoxy)benzaldehyde",CC(=CCOC1=C(C=C(C=C1OC)C=O)OC)C,RUHPVABIDKCXIA-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)cc(OC)c1OCC=C(C)C,c1ccccc1,train,
1142,"3,7-dimethyloct-7-enal",CC(CCCC(=C)C)CC=O,KQZAHMIZMBERJX-UHFFFAOYSA-N,aliphatic,,C=C(C)CCCC(C)CC=O,__no_ring__CC(CCCC(=C)C)CC=O,train,
1143,4-methylcyclohex-3-ene-1-carbaldehyde,CC1=CCC(CC1)C=O,YPHGCKOZJCGDTF-UHFFFAOYSA-N,aliphatic,,CC1=CCC(C=O)CC1,C1=CCCCC1,train,
1144,"2,3,5,6-tetrahydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexanal",C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C=O)O)O)O)O)O)O,DKXNBNKWCZZMJT-UHFFFAOYSA-N,aliphatic,,O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,C1CCOCC1,train,
1145,"(2R,3R,4S)-2,3,4,5-tetrahydroxypentanal",C([C@@H]([C@H]([C@H](C=O)O)O)O)O,PYMYPHUHKUWMLA-YUPRTTJUSA-N,aliphatic,,O=C[C@H](O)[C@H](O)[C@@H](O)CO,__no_ring__C([C@@H]([C@H]([C@H](C=O)O)O)O)O,validation,
1146,(4-formylphenyl) furan-2-carboxylate,C1=COC(=C1)C(=O)OC2=CC=C(C=C2)C=O,ALUHEYPQVPMFBV-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(OC(=O)c2ccco2)cc1,O=C(Oc1ccccc1)c1ccco1,train,
1147,"(2S,3R,4R,5S)-2-fluoro-3,4,5-trihydroxyhexanal",C[C@@H]([C@H]([C@H]([C@@H](C=O)F)O)O)O,SQTFKIKSQNCWGJ-KCDKBNATSA-N,aliphatic,,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](F)C=O,__no_ring__C[C@@H]([C@H]([C@H]([C@@H](C=O)F)O)O)O,test,
1148,"2-[4-(3-formyl-2,5-dimethylpyrrol-1-yl)phenoxy]acetic acid",CC1=CC(=C(N1C2=CC=C(C=C2)OCC(=O)O)C)C=O,ZUJFOJPVRRGGKE-UHFFFAOYSA-N,aromatic_hetero,,Cc1cc(C=O)c(C)n1-c1ccc(OCC(=O)O)cc1,c1ccc(-n2cccc2)cc1,train,
1149,1-propan-2-ylcyclohex-3-ene-1-carbaldehyde,CC(C)C1(CCC=CC1)C=O,HSRWOAPOKHRLIT-UHFFFAOYSA-N,aliphatic,,CC(C)C1(C=O)CC=CCC1,C1=CCCCC1,train,
1150,2-hydroxy-6-[[(3S)-4-[2-(2-hydroxyethyl)pyridine-3-carbonyl]morpholin-3-yl]methoxy]benzaldehyde,C1COC[C@H](N1C(=O)C2=C(N=CC=C2)CCO)COC3=CC=CC(=C3C=O)O,NIWBSQAKKNNWBT-AWEZNQCLSA-N,aromatic_carbo,,O=Cc1c(O)cccc1OC[C@@H]1COCCN1C(=O)c1cccnc1CCO,O=C(c1cccnc1)N1CCOC[C@H]1COc1ccccc1,validation,
1151,"(1S,4R,5S,8R,9R,11R,12S,13R,14R,16R,18S)-5,11-dihydroxy-9,16-dimethyl-8-(6-oxopyran-3-yl)-15,17,20-trioxahexacyclo[14.3.1.114,18.01,13.04,12.05,9]henicosane-13-carbaldehyde",C[C@]12C[C@H]([C@H]3[C@H]([C@]1(CC[C@@H]2C4=COC(=O)C=C4)O)CC[C@@]56[C@@]3([C@H]7C[C@@H](C5)O[C@](O7)(O6)C)C=O)O,BMRNQSAXDJQXEL-BGJAGFQLSA-N,aliphatic,,C[C@@]12O[C@H]3C[C@@H](O1)[C@]1(C=O)[C@H]4[C@H](O)C[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]5(O)[C@@H]4CC[C@@]1(C3)O2,O=c1ccc([C@H]2CCC3C2CC[C@@H]2C4[C@H]5C[C@H]6C[C@]4(CC[C@@H]32)OC(O6)O5)co1,validation,
1152,3-methylsulfanyldecanal,CCCCCCCC(CC=O)SC,WZRMFIROSHXUJB-UHFFFAOYSA-N,aliphatic,,CCCCCCCC(CC=O)SC,__no_ring__CCCCCCCC(CC=O)SC,train,
1153,oxolane-2-carbaldehyde,C1CC(OC1)C=O,BBNYLDSWVXSNOQ-UHFFFAOYSA-N,aliphatic,,O=CC1CCCO1,C1CCOC1,train,
1154,3-formyl-1H-indole-5-carbonitrile,C1=CC2=C(C=C1C#N)C(=CN2)C=O,NVBCFOQYDFKXJJ-UHFFFAOYSA-N,aromatic_hetero,,N#Cc1ccc2[nH]cc(C=O)c2c1,c1ccc2[nH]ccc2c1,train,
1155,"5-hexyl-2,4-dihydroxybenzaldehyde",CCCCCCC1=CC(=C(C=C1O)O)C=O,UBCGVJPYIHKJRH-UHFFFAOYSA-N,aromatic_carbo,,CCCCCCc1cc(C=O)c(O)cc1O,c1ccccc1,train,
1156,1-benzyl-4-phenylpiperidine-4-carbaldehyde,C1CN(CCC1(C=O)C2=CC=CC=C2)CC3=CC=CC=C3,ZBQJTCFWWZXZBG-UHFFFAOYSA-N,aliphatic,,O=CC1(c2ccccc2)CCN(Cc2ccccc2)CC1,c1ccc(CN2CCC(c3ccccc3)CC2)cc1,train,
1157,2-(4-chloro-2-formylphenoxy)acetic acid,C1=CC(=C(C=C1Cl)C=O)OCC(=O)O,VXVIICNFYDEOJG-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(Cl)ccc1OCC(=O)O,c1ccccc1,train,
1158,5-methoxy-1-benzofuran-2-carbaldehyde,COC1=CC2=C(C=C1)OC(=C2)C=O,OPAYERWEZXLSFC-UHFFFAOYSA-N,aromatic_hetero,,COc1ccc2oc(C=O)cc2c1,c1ccc2occc2c1,train,
1159,"3,3,3-trifluoropropanal",C(C=O)C(F)(F)F,UTMIEQASUFFADK-UHFFFAOYSA-N,aliphatic,,O=CCC(F)(F)F,__no_ring__C(C=O)C(F)(F)F,test,
1160,"3-(1,3-dioxoisoindol-2-yl)propanal",C1=CC=C2C(=C1)C(=O)N(C2=O)CCC=O,IBSDSIHTMABATG-UHFFFAOYSA-N,aliphatic,,O=CCCN1C(=O)c2ccccc2C1=O,O=C1NC(=O)c2ccccc21,train,
1161,2-methoxypropanal,CC(C=O)OC,HZVKHMQXJYFYRF-UHFFFAOYSA-N,aliphatic,,COC(C)C=O,__no_ring__CC(C=O)OC,validation,
1162,methyl 3-formyl-4-hydroxybenzoate,COC(=O)C1=CC(=C(C=C1)O)C=O,ADSJCWKOKYOJSZ-UHFFFAOYSA-N,aromatic_carbo,,COC(=O)c1ccc(O)c(C=O)c1,c1ccccc1,train,
1163,"3-ethyl-5,5,8,8-tetramethyl-6,7-dihydronaphthalene-2-carbaldehyde",CCC1=CC2=C(C=C1C=O)C(CCC2(C)C)(C)C,QCWQUWUCARNNRI-UHFFFAOYSA-N,aromatic_carbo,,CCc1cc2c(cc1C=O)C(C)(C)CCC2(C)C,c1ccc2c(c1)CCCC2,train,
1164,3-propylbicyclo[2.2.1]hept-5-ene-2-carbaldehyde,CCCC1C2CC(C1C=O)C=C2,RPJGEHBYOXRURE-UHFFFAOYSA-N,aliphatic,,CCCC1C2C=CC(C2)C1C=O,C1=CC2CCC1C2,train,
1165,"dodeca-3,6-dienal",CCCCCC=CCC=CCC=O,KPYAJCQYTVRFPU-UHFFFAOYSA-N,aliphatic,,CCCCCC=CCC=CCC=O,__no_ring__CCCCCC=CCC=CCC=O,test,
1166,"2-[(2E)-3,7-dimethylocta-2,6-dienoxy]acetaldehyde",CC(=CCC/C(=C/COCC=O)/C)C,LAUVMIDRJMQUQL-KPKJPENVSA-N,aliphatic,,CC(C)=CCC/C(C)=C/COCC=O,__no_ring__CC(=CCC/C(=C/COCC=O)/C)C,test,
1167,3-sulfanyldecanal,CCCCCCCC(CC=O)S,DLYFTLLHGRPIFM-UHFFFAOYSA-N,aliphatic,,CCCCCCCC(S)CC=O,__no_ring__CCCCCCCC(CC=O)S,train,
1168,"2,3-dichloropropanal",C(C(C=O)Cl)Cl,IZRKUJREXIKAQM-UHFFFAOYSA-N,aliphatic,,O=CC(Cl)CCl,__no_ring__C(C(C=O)Cl)Cl,validation,
1169,"2,5-dimethyl-3,4-dihydropyran-2-carbaldehyde",CC1=COC(CC1)(C)C=O,DYVJZCIYRQUXBA-UHFFFAOYSA-N,aliphatic,,CC1=COC(C)(C=O)CC1,C1=COCCC1,train,
1170,3-methyl-2-nitroimidazole-4-carbaldehyde,CN1C(=CN=C1[N+](=O)[O-])C=O,PTLILCRCEWAQGA-UHFFFAOYSA-N,aromatic_hetero,nitro,Cn1c(C=O)cnc1[N+](=O)[O-],c1c[nH]cn1,train,
1171,ethyl 4-oxobutanoate,CCOC(=O)CCC=O,QFMPHCGACBODIJ-UHFFFAOYSA-N,aliphatic,,CCOC(=O)CCC=O,__no_ring__CCOC(=O)CCC=O,validation,
1172,5-formylfuran-2-carboxylic acid,C1=C(OC(=C1)C(=O)O)C=O,SHNRXUWGUKDPMA-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1ccc(C(=O)O)o1,c1ccoc1,train,
1173,3-hydroxy-5-methylbenzaldehyde,CC1=CC(=CC(=C1)O)C=O,BTLHCFVCIGAAPF-UHFFFAOYSA-N,aromatic_carbo,,Cc1cc(O)cc(C=O)c1,c1ccccc1,train,
1174,"3,3,4,4,4-pentafluorobutanal",C(C=O)C(C(F)(F)F)(F)F,UNBXLINXSUCFBI-UHFFFAOYSA-N,aliphatic,,O=CCC(F)(F)C(F)(F)F,__no_ring__C(C=O)C(C(F)(F)F)(F)F,test,
1175,"2-(3,4-dimethoxyphenyl)acetaldehyde",COC1=C(C=C(C=C1)CC=O)OC,RIVVYJWUHXMGSK-UHFFFAOYSA-N,aliphatic,,COc1ccc(CC=O)cc1OC,c1ccccc1,train,
1176,"3,5-dihydroxybenzaldehyde",C1=C(C=C(C=C1O)O)C=O,HAQLHRYUDBKTJG-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(O)cc(O)c1,c1ccccc1,train,
1177,4-pyridin-2-ylbenzaldehyde,C1=CC=NC(=C1)C2=CC=C(C=C2)C=O,NMLYGLCBSFKJFI-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(-c2ccccn2)cc1,c1ccc(-c2ccccn2)cc1,train,
1178,(Z)-oct-6-enal,C/C=C\CCCCC=O,KVNBGNGISDIZRP-IHWYPQMZSA-N,aliphatic,,C/C=C\CCCCC=O,__no_ring__C/C=C\CCCCC=O,validation,
1179,"(2R,3R,4R)-2,3,5-trihydroxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypentanal",C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CO)[C@@H]([C@H](C=O)O)O)O)O)O)O,BYZQBCIYLALLPA-NOPGXMAYSA-N,aliphatic,,O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,C1CCOCC1,train,
1180,2-chloro-4-fluorobenzaldehyde,C1=CC(=C(C=C1F)Cl)C=O,KMQWNQKESAHDKD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(F)cc1Cl,c1ccccc1,train,
1181,4-chloro-2-fluorobenzaldehyde,C1=CC(=C(C=C1Cl)F)C=O,UVGYSEIWAOOIJR-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccc(Cl)cc1F,c1ccccc1,train,
1182,2-fluoro-4-methoxybenzaldehyde,COC1=CC(=C(C=C1)C=O)F,UNWQNFJBBWXFBG-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(C=O)c(F)c1,c1ccccc1,train,
1183,"2,4,6-trifluorobenzaldehyde",C1=C(C=C(C(=C1F)C=O)F)F,KPJIEPBITZLHPQ-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(F)cc(F)cc1F,c1ccccc1,train,
1184,"1,3-thiazole-2-carbaldehyde",C1=CSC(=N1)C=O,ZGTFNNUASMWGTM-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1nccs1,c1cscn1,train,
1185,2-(4-phenylphenyl)acetaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)CC=O,OIDMZCMVYZLDLI-UHFFFAOYSA-N,aliphatic,,O=CCc1ccc(-c2ccccc2)cc1,c1ccc(-c2ccccc2)cc1,train,
1186,4-formyl-N-methylbenzamide,CNC(=O)C1=CC=C(C=C1)C=O,PUQLPZUXDZETND-UHFFFAOYSA-N,aromatic_carbo,,CNC(=O)c1ccc(C=O)cc1,c1ccccc1,train,
1187,"2,2-dimethyl-4H-1,3-benzodioxine-6-carbaldehyde",CC1(OCC2=C(O1)C=CC(=C2)C=O)C,KNGWEAQJZJKFLI-UHFFFAOYSA-N,aromatic_carbo,,CC1(C)OCc2cc(C=O)ccc2O1,c1ccc2c(c1)COCO2,train,
1188,"(2S,3S,4S)-2,3,4,5-tetrahydroxypentanal",C([C@@H]([C@@H]([C@@H](C=O)O)O)O)O,PYMYPHUHKUWMLA-MROZADKFSA-N,aliphatic,,O=C[C@@H](O)[C@@H](O)[C@@H](O)CO,__no_ring__C([C@@H]([C@@H]([C@@H](C=O)O)O)O)O,test,
1189,"1-[(2R,3R,4S,5R)-5-(1-amino-2-oxoethyl)-3,4-dihydroxyoxolan-2-yl]-2,4-dioxopyrimidine-5-carboxylic acid",C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)C(C=O)N)O)O)C(=O)O,YEBIHIICWDDQOL-YBHNRIQQSA-N,aliphatic,,NC(C=O)[C@H]1O[C@@H](n2cc(C(=O)O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,train,
1190,3-heptyloxirane-2-carbaldehyde,CCCCCCCC1C(O1)C=O,ZAYNCWQGQVRPDV-UHFFFAOYSA-N,aliphatic,,CCCCCCCC1OC1C=O,C1CO1,train,
1191,"(2R,3S)-3-butyloxirane-2-carbaldehyde",CCCC[C@H]1[C@@H](O1)C=O,JSGLRFSEKUNPRD-BQBZGAKWSA-N,aliphatic,,CCCC[C@@H]1O[C@H]1C=O,C1CO1,train,
1192,(4-formyl-2-methoxyphenyl) 2-hydroxypropanoate,CC(C(=O)OC1=C(C=C(C=C1)C=O)OC)O,QZXCQBNFILFNOE-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)ccc1OC(=O)C(C)O,c1ccccc1,train,
1193,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-1-phenylpyrazole-4-carbaldehyde",C1COC2=C(O1)C=CC(=C2)C3=NN(C=C3C=O)C4=CC=CC=C4,HCMYNNSDZGWJRF-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cn(-c2ccccc2)nc1-c1ccc2c(c1)OCCO2,c1ccc(-n2ccc(-c3ccc4c(c3)OCCO4)n2)cc1,validation,
1194,"1-(2-methoxyphenyl)-2,5-dimethylpyrrole-3-carbaldehyde",CC1=CC(=C(N1C2=CC=CC=C2OC)C)C=O,LJUKIOLDWAYBCI-UHFFFAOYSA-N,aromatic_hetero,,COc1ccccc1-n1c(C)cc(C=O)c1C,c1ccc(-n2cccc2)cc1,train,
1195,1-benzyl-3-(4-ethylphenyl)pyrazole-4-carbaldehyde,CCC1=CC=C(C=C1)C2=NN(C=C2C=O)CC3=CC=CC=C3,RRDFHGPQEZKYNR-UHFFFAOYSA-N,aromatic_hetero,,CCc1ccc(-c2nn(Cc3ccccc3)cc2C=O)cc1,c1ccc(Cn2ccc(-c3ccccc3)n2)cc1,train,
