id,donor_ikey,scaffold_split
107171,NYOCVBLFOCRYEU-UHFFFAOYSA-N,train
16738,OHVLSXSVJAPNET-VAWYXSNFSA-N,validation
99916,OXPMGINCEPYRAB-DIMJTDRSSA-N,test
206778,PLMXUTFOQRWHCC-GOSISDBHSA-N,train
187267,NHXUYVFSLXDULU-UHFFFAOYSA-N,train
118473,ZTERCBFZZCKIDM-UHFFFAOYSA-N,train
58583,OLYQFXGFAPPCQH-UHFFFAOYSA-N,train
110511,PSYPGHPXFYBNID-VMXMFDLUSA-N,train
135657,USQIGAGVWGAUQI-UHFFFAOYSA-N,train
19759,WBYSNJKLGXPOCH-MLRMMBSGSA-N,train
189485,LPQVDTSMOWLHAQ-UHFFFAOYSA-N,train
200066,NLFRNGVJOBYJLR-YNODCEANSA-N,train
23778,YPZNTOVVELIJGI-UHFFFAOYSA-N,train
35104,LXVDONSPVKXRQC-UHFFFAOYSA-N,train
130095,FTODBYONFPRLKN-UHFFFAOYSA-N,train
49376,QZXDIFXOZBCHKI-UHFFFAOYSA-N,train
119891,RQIILPKKQGSQAS-VAWYXSNFSA-N,train
191756,BQIIDBNRGTWGHL-UHFFFAOYSA-N,train
144531,FDRSHGXCMOCCJE-UHFFFAOYSA-N,train
150041,KVVFTQDGSQGMAH-UHFFFAOYSA-N,train
200996,QELNCRHFLRYTEK-UHFFFAOYSA-N,train
148963,VGHKLJFHDPZQEH-UHFFFAOYSA-N,test
123296,GTMRZORTWGGGCY-ZOEHTXHGSA-N,validation
128489,UWECEVUNEUXULU-ZRCAFCQKSA-N,train
21204,PAAPEFSDTHDZHB-UHFFFAOYSA-N,train
103981,QXNPBVLBGFCDIX-UHFFFAOYSA-N,train
4240,XCDRGCRQJSNOSC-KRWDZBQOSA-N,validation
165515,HBTQGVTXKFGJKO-UHFFFAOYSA-N,train
74851,AOFIIGOALRMHAV-UHFFFAOYSA-N,train
195486,UTGHOZBJLQDAHW-UHFFFAOYSA-N,train
170260,OIQLVBBEKMEEPB-UHFFFAOYSA-N,train
211650,WJMYCIAXOFHXFU-CQSZACIVSA-N,train
10828,AUGGROQJQWTINF-UHFFFAOYSA-N,train
123547,VMMVDMZZAKPVPK-LCQOSCCDSA-N,train
155484,SLDONPUFTSXLRN-UHFFFAOYSA-N,train
100284,AFNYSDGJVOLGFF-UHFFFAOYSA-N,train
122419,CGFFZXICWBXVMA-UHFFFAOYSA-N,train
211076,CNNSYLPMKSJEOC-IDXCBWAVSA-N,train
192853,JYEOOJQTBWXQSK-UHFFFAOYSA-N,train
144933,XTKOZEOGRNQCCD-UHFFFAOYSA-N,train
108020,DUIBJHDVPDDUKP-ZHACJKMWSA-N,validation
131477,JSHMTEVWQBWYGH-UHFFFAOYSA-N,train
80599,SIFGUNYIAPWURL-SECBINFHSA-N,train
69663,SHLWFRZEYUEWCF-QGZVFWFLSA-N,train
197058,JHAPQGJXVBTCKH-UHFFFAOYSA-N,train
193589,QLHVJFSJDZRZDL-UHFFFAOYSA-N,train
58884,FZNJWUUJWQYGEH-SECBINFHSA-N,train
38580,QRRIIIPMUZNHRU-UHFFFAOYSA-N,train
42277,IKUYUKBRUZAROT-UHFFFAOYSA-N,train
65862,RUYURGMAQJWEID-UHFFFAOYSA-N,train
116074,XQNBDGJMHHVMSF-VNHYZAJKSA-N,test
28803,VQVQYUOMKICKIQ-UHFFFAOYSA-N,test
48782,XGCCDFPQPMRNQF-LLVKDONJSA-N,train
194074,MMWYXTMEIXXDJY-UHFFFAOYSA-N,train
35253,HGWXVWOIMCRUSG-UHFFFAOYSA-N,train
121898,LMXDJPCXPRDCJV-UHFFFAOYSA-N,train
60358,KKIXFYINXDLJRZ-UHFFFAOYSA-N,validation
129305,IDROVZMXZCUBBB-UHFFFAOYSA-N,train
12443,CCRSACSNVZQUJU-UHFFFAOYSA-N,train
146815,WLFJFJFFKCNORL-UHFFFAOYSA-N,train
200019,RMALQPIXPZHWJE-UHFFFAOYSA-N,train
183303,YMBWMOLRQOCPMH-UHFFFAOYSA-N,train
185027,PKPZTYGRMMLICM-UHFFFAOYSA-N,train
89989,YVLKBMTZRGUGEF-UHFFFAOYSA-N,test
183517,GRNHUNGICNMXRT-UHFFFAOYSA-N,train
130894,UETDATYFJMDWNQ-UHFFFAOYSA-N,train
144079,KIZKWBPNDONCHX-UHFFFAOYSA-N,train
54852,KSTQOHSXCDVBEK-BFHBGLAWSA-N,train
154216,RJTFNOSQARGMLM-UHFFFAOYSA-N,train
63623,YVWRAWDWDANCBK-UHFFFAOYSA-N,train
29579,YJURXDOMUKMZAW-UHFFFAOYSA-N,train
139545,QKHAPMRNCKHETC-UHFFFAOYSA-N,train
23804,ITKKSYDVBKPPCB-IRCOFANPSA-N,train
162471,QBWSPHVYHPEBHP-UHFFFAOYSA-N,train
20098,GQPQHBCQBHKSHF-UHFFFAOYSA-N,train
14708,LUKUPNOVEBXNDF-UHFFFAOYSA-N,train
116519,FDBHOTCQWZNEBD-HHHXNRCGSA-N,validation
216216,MVTNMKKXJBVOPN-UHFFFAOYSA-N,train
119350,IKGYWZXWQPOKNG-KJALVVJNSA-N,train
163504,JDGSFVAOAWYACP-UHFFFAOYSA-N,train
140915,MDIWXACPBAXKQK-UHFFFAOYSA-N,train
55024,FDZOKDOZOJZXAO-UHFFFAOYSA-N,train
134094,DNTKUXQANGCJKQ-UHFFFAOYSA-N,train
157567,VBGWRLVTUWSNOW-UHFFFAOYSA-N,train
208541,BFUZUDZSXXAQPM-UHFFFAOYSA-N,validation
131023,ITRZMAIIWHPVFE-UHFFFAOYSA-N,train
57605,XBNKOSZGJMEIHJ-UHFFFAOYSA-N,train
41494,XQMXIIKYDXHXIX-UHFFFAOYSA-N,train
192217,HOFBTDDTHDJEKG-UHFFFAOYSA-N,train
148412,KVMIMJDTVGRNSA-VIFPVBQESA-N,train
66052,YTTUKPPBXJWDCW-UHFFFAOYSA-N,train
192376,ACFDJSSTKNTHFG-UHFFFAOYSA-N,train
6724,NWROWRUAPHQSLF-UHFFFAOYSA-N,train
183635,BCLAIOXCCOFIIM-UHFFFAOYSA-N,train
124425,AUAKRKSEJBXMRH-QITZYLCBSA-N,validation
54878,LUIUMEWZGVYDME-KJWHEZOQSA-N,train
67500,BAJSSWNHCSFYKX-UHFFFAOYSA-N,train
182617,ZEOHXMSHTXENAX-UHFFFAOYSA-N,train
32492,CJAYXHSGCNNJQW-UHFFFAOYSA-N,validation
76580,RYLOLBZIBQYVNA-UHFFFAOYSA-N,test
59845,SDWRTWFJLISXNI-UHFFFAOYSA-N,train
55048,JKCKYTYPQVFYPY-UHFFFAOYSA-N,train
100502,NPRJEFOUXAYYPR-UHFFFAOYSA-N,train
11739,JGBLYRUBWXGOJI-UHFFFAOYSA-N,train
15205,GSXXASFBNUNZBP-UHFFFAOYSA-N,train
42937,AMOUOZRNZMTPSZ-UHFFFAOYSA-N,train
189396,QOJLTMNEZMQZAO-UHFFFAOYSA-N,train
185778,PLXUVESJPUYHKM-UHFFFAOYSA-N,train
125460,YKVICMQFWIIHKU-UHFFFAOYSA-N,train
30059,LLQVTCUCCPQBIX-UHFFFAOYSA-N,train
716,JIVGSHFYXPRRSZ-UHFFFAOYSA-N,train
197188,FZUGVHDNUZLVAF-UHFFFAOYSA-N,train
100480,FUZBHYIOQVXGRM-VQCQRNETSA-N,test
104722,LAUROSJKIMGEBB-UHFFFAOYSA-N,train
121563,DZOGJZNYOIOMPT-HHHXNRCGSA-N,train
171584,BEALDGXRYQIXMM-UHFFFAOYSA-N,train
123631,LSDOHTTUICHHQP-HSZRJFAPSA-N,train
161584,VEKSEBJEKSOGDF-UHFFFAOYSA-N,train
199285,OYPNSVZBNXDSCF-UHFFFAOYSA-N,test
49495,JZEBIZSENOXNQJ-XMMPIXPASA-N,test
177082,RYBQTMVTBHIMCV-UHFFFAOYSA-N,train
1292,NXZBZWZORYEIJL-UHFFFAOYSA-N,train
202816,DISZNKAYVOMSON-UHFFFAOYSA-N,train
156334,RZJSQCWMDNNJTI-UHFFFAOYSA-N,train
67073,GFGCJTGRINLRFQ-UHFFFAOYSA-N,validation
210143,TVTIBBMRARODJH-UHFFFAOYSA-N,train
203832,KZIVKRFRXSYVKC-UHFFFAOYSA-N,train
89386,HOALHTQMYOVXRC-UHFFFAOYSA-N,train
112272,MBJXUUQRMNBKRS-UHFFFAOYSA-N,train
79519,OXBJMGNXLMDCKN-UHFFFAOYSA-N,train
181556,OUQVAJUSSYORJU-UHFFFAOYSA-N,train
106902,MQELGBCIWYQZOC-UHFFFAOYSA-N,train
3751,ISFKXYCVWVEOCQ-BHWOMJMDSA-N,train
148927,ZJGLBOWHHHPBJN-UHFFFAOYSA-N,train
112328,YRKGKLHGXOXLKK-UHFFFAOYSA-N,train
55481,GVUZIMFGDJCFJF-UHFFFAOYSA-N,train
115462,NIROFKFJWXHARG-GJZGRUSLSA-N,test
109898,DEBZOPZQKONWTK-JDZGAICCSA-N,train
43997,RGPPIFZKNCQVDG-UHFFFAOYSA-N,train
135627,OZCUSIBLABCGRF-UHFFFAOYSA-N,train
186161,HXMRJSSOIFLSMT-UHFFFAOYSA-N,train
157329,IYYWIJWRVZQWAM-UHFFFAOYSA-N,train
57953,JITULCKCNSQIAY-UHFFFAOYSA-N,train
15986,HEPHYCJJLAUKSB-VIFPVBQESA-N,train
205467,WQXAPNHRIRKGJF-NRFANRHFSA-N,train
100727,LHVCDGFDBOAXNQ-UHFFFAOYSA-N,test
24653,HXBRZTGSCVOUQD-UHFFFAOYSA-N,train
109101,OMKLJHHYJMCACD-UHFFFAOYSA-N,train
189581,PJKIHTFRNYRXGT-UHFFFAOYSA-N,train
31754,LDSYPGICUCFUJZ-UHFFFAOYSA-N,train
25801,FPENGMHYYWLSLK-UHFFFAOYSA-N,train
106560,ZERPQCZMFQWEGU-UHFFFAOYSA-N,train
1226,XXFFEGBFFXHMTF-UHFFFAOYSA-N,train
106904,RWRXRHZVNOVMOU-UHFFFAOYSA-N,train
40833,KFZCYGLIWGUHHU-UHFFFAOYSA-N,train
51144,CSQZNUMIAKCNLL-UHFFFAOYSA-N,train
122407,WOFXWVPMRQPDMZ-UHFFFAOYSA-N,train
101676,LKQLGKNIUMWGCB-UHFFFAOYSA-N,train
96750,PBIVWGUWFOESFB-UHFFFAOYSA-N,train
80045,GMMVTAYGKIUDNT-UHFFFAOYSA-N,train
193847,NEPIEMVYIWDUTG-UHFFFAOYSA-N,train
164985,SKVWIAPDMIQZQA-UHFFFAOYSA-N,train
85572,NLAQKUSHCNGWNY-UHFFFAOYSA-N,train
89423,CISIJSRNJQOFCZ-UHFFFAOYSA-N,test
73146,ITKHTYIOVBSAAS-PMACEKPBSA-N,train
191627,JVQUVVYGCKLTBV-UHFFFAOYSA-N,train
218008,KUSIPJNDGQSLRV-UHFFFAOYSA-N,validation
27186,KSSBSMRPSFIRRX-UHFFFAOYSA-N,train
103004,VAXTXXHGACZIBS-UHFFFAOYSA-N,train
6911,CITSPJPHVMRZRI-UHFFFAOYSA-N,train
217993,KIWSSRGQVCZDQU-UHFFFAOYSA-N,train
119947,PVYXOIZNPOTUFE-UHFFFAOYSA-N,train
212846,LBCKQHHUJKTERZ-UHFFFAOYSA-N,train
154622,RCQDGGNASMNDLK-UHFFFAOYSA-N,train
191016,LCYPEBIUSMENES-UHFFFAOYSA-N,train
37066,MYDTWFRLZAJBCC-UHFFFAOYSA-N,train
202603,UZHSKBFPPFZHPQ-UHFFFAOYSA-N,train
14435,OCACYFZIMSCYJG-UHFFFAOYSA-N,train
85207,HZEXAXHJUPYLRN-UHFFFAOYSA-N,test
82897,ABGDFNLCHRWESM-UHFFFAOYSA-N,train
28340,WPZLQCMGFCISDV-UHFFFAOYSA-N,train
105869,CJHBDDAUIAAICJ-HIFPTAJRSA-N,train
63773,GLYJNNBXYBYBCX-UHFFFAOYSA-N,train
20497,ZORMGPVBLWTEGN-UHFFFAOYSA-N,train
21278,CQRJEENALXPBOZ-SECBINFHSA-N,train
42360,BEGLUNMCNVGQNV-UHFFFAOYSA-N,train
219665,XLCMHRGNAUXDAJ-UHFFFAOYSA-N,train
16280,DCXYXPCMRLYABB-RDGCENLJSA-N,validation
40744,YIAHUZVJVCKWSR-UHFFFAOYSA-N,train
141035,UFRDVQQVCGRVPH-UHFFFAOYSA-N,train
211886,ZUWJBWUILLAEAT-UHFFFAOYSA-N,train
9477,GGCLTLCBBUTFOK-UHFFFAOYSA-N,train
189947,BBCBZZCFKJGWPB-UHFFFAOYSA-N,train
74583,DQEBZLJNDGJBPT-UHFFFAOYSA-N,train
157584,AXDWMYZVAVVHGX-UHFFFAOYSA-N,train
24715,KRPIJNSHTPIYCB-UHFFFAOYSA-N,train
94566,MLBBRSCWNIYDKG-UHFFFAOYSA-N,train
155427,KEYLMWIQTORSFE-UHFFFAOYSA-N,train
87590,JAXNVMLNWJXPQT-MYYSRTQBSA-N,train
55000,NSJDBVZKVYIFGH-UHFFFAOYSA-N,train
104743,PNIMAODNGKIAFU-UHFFFAOYSA-N,validation
68581,CZTGMLFKMYSXEY-UHFFFAOYSA-N,train
59994,HAMMPYFTPXNFML-PLNGDYQASA-N,train
145927,GPSTWBGONABZGZ-UHFFFAOYSA-N,train
155490,SDGJMYAJKDUGOA-UHFFFAOYSA-N,train
41313,NRYOKIJSJMQMBL-UHFFFAOYSA-N,train
139856,GPSWIPMEBOQFJC-UHFFFAOYSA-N,train
88018,USYZVNLETZSIKX-UHFFFAOYSA-N,validation
87160,HHKIFKJZZSPCBO-UHFFFAOYSA-N,train
170968,MYPRRXYJBXNPBK-UHFFFAOYSA-N,train
29594,AOAORRVOMIFUPI-UHFFFAOYSA-N,train
220645,TXMGKIRNHJUXPY-UHFFFAOYSA-N,test
9925,GVWRWNKPXVHRPJ-UHFFFAOYSA-N,train
153338,UXRMVBQDCLMCMS-UHFFFAOYSA-N,train
136562,JTWGCYXWRWSZFB-UHFFFAOYSA-N,train
163585,KRZITBVYPMQVTR-UHFFFAOYSA-N,train
39505,WJVRRIXTEWTJPN-UHFFFAOYSA-N,train
218939,NKBGXKALWYUKMT-UHFFFAOYSA-N,train
187244,AKSBTOWHJQCGDQ-UHFFFAOYSA-N,train
128909,YRYNCCPKJPTPNN-UHFFFAOYSA-N,train
214287,QMAYGKHJXUUJQE-UHFFFAOYSA-N,test
164869,MPTWZNIKPAIEKB-UHFFFAOYSA-N,train
191976,AYZIALJFXWVYHF-UHFFFAOYSA-N,train
64336,WQIGLRYRHMVHFM-UHFFFAOYSA-N,validation
53209,ZZQWSTGYWCDMHR-UHFFFAOYSA-N,validation
93822,NRCWVDNUACUPGT-UHFFFAOYSA-N,train
89695,OIFHTVLKJPROQS-UHFFFAOYSA-N,train
7988,UQYDEFHBHCKLFX-UHFFFAOYSA-N,train
47700,MUMUBGPBKKKFSF-UHFFFAOYSA-N,train
213728,UPZPZMRWNKWTMD-UHFFFAOYSA-N,train
175765,YONVKZDPPRIEDI-UHFFFAOYSA-N,train
14608,RZWPHZPNMHFTTR-HNNXBMFYSA-N,train
62659,ODPAOSQJLNBIRV-UHFFFAOYSA-N,train
40944,JZVHTGXKGZSUFC-UHFFFAOYSA-N,train
32009,OHUPUQIERKZICP-CFVMTHIKSA-N,train
18318,AQDXTRTUHHYERZ-UHFFFAOYSA-N,train
20759,SVBHLCXEMNRURH-UHFFFAOYSA-N,train
51317,NHSSINUEZHEVMV-UHFFFAOYSA-N,train
176757,NJSUZSAWSIKHDM-UHFFFAOYSA-N,train
151583,GMIJFYOYCMZARR-UHFFFAOYSA-N,train
105407,ZCJDDXXDHKEYGD-ZDUSSCGKSA-N,train
155110,TXYIXEKSDMMGAC-UHFFFAOYSA-N,train
203674,GTFMUWXWQHHNNB-UHFFFAOYSA-N,train
85385,UJMILAIBLQWCES-UHFFFAOYSA-N,train
195091,QFFUUHPWQBIZOZ-UHFFFAOYSA-N,train
29595,OJEZROHFCILKDJ-UHFFFAOYSA-N,train
45078,YMKKMDBBEJUCLJ-UHFFFAOYSA-N,validation
90983,PULOGUVDVWNUEA-UHFFFAOYSA-N,train
94789,NBJULGKMGKYPKT-UHFFFAOYSA-N,train
25776,DXBOOBQYMUBPPZ-LBPRGKRZSA-N,train
89155,WKGUPQZWNMWWKB-UHFFFAOYSA-N,test
161225,PBEXOSHZIWKZEY-UHFFFAOYSA-N,train
39438,BNFFYFCRANFUSY-UHFFFAOYSA-N,train
123989,PUDNAJNODLVOHW-QHQPLOKBSA-N,train
5957,GEICDMWIZIQEEI-UHFFFAOYSA-N,train
209321,ISJNFUOQXDDVSG-UHFFFAOYSA-N,validation
146984,VJKWSVOAMKIQTG-UHFFFAOYSA-N,train
58847,QFWCDFJLFHZHEX-UHFFFAOYSA-N,test
24604,MHNBHSBXTJIZFG-UHFFFAOYSA-N,train
196278,PYSLLACBZWZDLO-UHFFFAOYSA-N,train
115941,URWDFCDDJLQQRJ-HYGBKTPJSA-N,train
24328,VIWAFQTWDYIDFC-UHFFFAOYSA-N,train
196887,TUAJKDRDOSDBED-UHFFFAOYSA-N,train
17343,IREMQIOSTDEUMK-UHFFFAOYSA-N,train
122834,DDVPJDHLVYMJIO-UHFFFAOYSA-N,train
111164,ZLJGQEBMVXROAQ-WIOUJZMWSA-N,train
60196,HTCQPXYAMAQTBB-UHFFFAOYSA-N,train
31317,COYCGNJZUATCCZ-UHFFFAOYSA-N,train
162993,FZCIQOGAJPCQHG-UHFFFAOYSA-N,train
117553,YKZCAPLQAMIAMB-UHFFFAOYSA-N,train
162079,IOWKCECZSRQVRO-UHFFFAOYSA-N,train
67543,NFDFTHCIAOXSBH-UHFFFAOYSA-N,train
68585,QCQYENKGKXUDFW-UHFFFAOYSA-N,train
127099,CAJQZQBYBMSELU-UHFFFAOYSA-N,train
63880,LKMJHSRVJJEJKP-UHFFFAOYSA-N,train
215305,WDUPXMRYAWAEOV-UHFFFAOYSA-N,train
50564,TWYWEMYZUASXPM-UHFFFAOYSA-N,train
121531,NYCOVFYRHFAYII-ARNLJNQMSA-N,train
16720,UACHYBMMYBSIIP-UHFFFAOYSA-N,train
19804,SAIMIPIZWCOROI-ZBFHGGJFSA-N,train
127049,MFUGJLGYEWHCSX-UHFFFAOYSA-N,train
30596,GXRJGQRFTXHCLM-UHFFFAOYSA-N,train
62537,CMEMKDOXXXEDNL-MRXNPFEDSA-N,validation
151815,KETKNNREJMZNNY-UHFFFAOYSA-N,train
53845,NXNJFVSJOIHZHY-UHFFFAOYSA-N,train
195212,BBAOUTNNDAWUGL-UHFFFAOYSA-N,train
154144,XOLYVVGRCOFWEO-UHFFFAOYSA-N,train
190133,MXKMCYICFYVLOT-UHFFFAOYSA-N,train
151789,NCKWOLSSDTXHKK-UHFFFAOYSA-N,train
122957,RPZNHUYUEQGDPR-ZWKOTPCHSA-N,train
178466,OXNVCJNNAWRKDG-UHFFFAOYSA-N,train
51932,TTYKDAYBKVBLBC-UHFFFAOYSA-N,train
30142,HWHQBDHZTPRDFN-UHFFFAOYSA-N,train
109207,YZCNMNIEOSATKG-HWKANZROSA-N,train
116289,XMQMYKDAAWPZOC-BBRMVZONSA-N,validation
33569,CGAIEACZGICHFD-UHFFFAOYSA-N,train
40615,FFAQVTGKEITOCN-UHFFFAOYSA-N,train
98596,TWDYKUAKAFYZIO-UHFFFAOYSA-N,train
6186,HVIBSLHISRRALT-UHFFFAOYSA-N,train
207684,UWXBXIRKYZKUJG-VWLOTQADSA-N,test
104425,PUYZQVUFNYFEKZ-UHFFFAOYSA-N,train
158933,HFLSOADXSLZMBD-UHFFFAOYSA-N,train
159609,DEICLNNJGMFNSU-UHFFFAOYSA-N,train
179472,SFIRBXCTLLIUBC-UHFFFAOYSA-N,train
208282,CASMMEOBYLPNBZ-UHFFFAOYSA-N,train
197236,FXBFGULXIVZMLC-UHFFFAOYSA-N,train
208571,CPFJCSLRFAKWGH-UHFFFAOYSA-N,train
64455,LYHFEZVMNUXCCL-UHFFFAOYSA-N,train
196529,ZAPFJVZBSIBCJE-UHFFFAOYSA-N,train
75484,FYXPSOYLVZIJJQ-UHFFFAOYSA-N,train
4652,PNJAZYMJSFCLFD-UHFFFAOYSA-N,train
143834,LFXPBYBIZRRVMK-UHFFFAOYSA-N,train
99397,IONFVIFDJIHJCO-UHFFFAOYSA-N,train
58990,ZQPCSZKRJFXWKL-UHFFFAOYSA-N,train
140035,NQDPMZVAMUKYSH-UHFFFAOYSA-N,train
61028,YYPVSAQTAFRXOY-UHFFFAOYSA-N,test
153162,XRRSGXGHOXZOHT-UHFFFAOYSA-N,train
176881,GMTDGBRPZVLXHS-UHFFFAOYSA-N,train
127358,BIEXEKKPSLCWQI-LLVKDONJSA-N,train
139721,AQBRUCNDXAZORA-UHFFFAOYSA-N,train
118518,HXIWKRGGSOFHBQ-UHFFFAOYSA-N,train
56743,YDWOPIABQIZAOI-HAZHAWQESA-N,validation
159625,AYEMIJANYZPQNT-UHFFFAOYSA-N,train
184262,OFDRHOKPRYXIOG-GFCCVEGCSA-N,train
178650,NKENICHEVCJESD-UHFFFAOYSA-N,train
166878,ROHRDPXMSSVNJB-UHFFFAOYSA-N,train
189987,QWZUOHYLKSVSPS-UHFFFAOYSA-N,train
46765,FGWDDDLGHWJUPW-UHFFFAOYSA-N,train
82521,LNFBGBGPCZVQOV-UHFFFAOYSA-N,train
28491,CURRIYISHLLKTJ-UHFFFAOYSA-N,train
50797,OFBARGYQLKTZML-UHFFFAOYSA-N,train
196807,NVUHKEJYGZNGJR-UHFFFAOYSA-N,train
110166,NRAQJVFTAGBDFW-UHFFFAOYSA-N,train
48420,BPRPDHSEIAVIQL-UHFFFAOYSA-N,validation
214417,ANZACGJLZLDUQO-UHFFFAOYSA-N,train
98644,IUDSBDBDINHYRG-UHFFFAOYSA-N,train
30768,XUBPOSWZBSHGDW-UHFFFAOYSA-N,train
159376,BXMPYSAYYKBPIJ-UHFFFAOYSA-N,train
156831,CYYUTTZFWHJMRK-UHFFFAOYSA-N,train
201459,XSJCYZPJROGBGC-UHFFFAOYSA-N,train
171537,WOXGKNMHOASSQZ-ZKKFKWFVSA-N,train
88347,GVLYZPORGQHBDE-UHFFFAOYSA-N,train
102157,HTCAEEOMVSZDMM-UHFFFAOYSA-N,train
138724,WSDOMLKFIUXWSP-UHFFFAOYSA-N,train
73830,BSYLJVJDPINSOH-UHFFFAOYSA-N,train
120899,SHCCRQILFBXZDC-QGZVFWFLSA-N,train
65613,OKNCKENEVLGDDK-UHFFFAOYSA-N,train
151832,YTYAVLFPNIOCRF-UHFFFAOYSA-N,train
137367,OPFBZYWHTSMUAG-UHFFFAOYSA-N,train
131595,HNPDBJKRHCQGIJ-UHFFFAOYSA-N,train
158897,SYKZDQQCNCPUGZ-UHFFFAOYSA-N,train
116050,VYQJVHKCMQSWED-WCQYABFASA-N,train
58592,HYFHFBFHYQRNOL-UHFFFAOYSA-N,train
24964,HCYCLKLRRFOJTQ-UHFFFAOYSA-N,train
101961,OYYAHODSZJJVTE-MOKVOYLWSA-N,train
133245,TVVSOVFUHGCFKD-UHFFFAOYSA-N,train
111802,FHLHKPMMHXCVTE-LSDVVMKASA-N,train
48789,OKRUGTASGQLNDU-UHFFFAOYSA-N,train
162458,MUESDBPWBVCUCG-UHFFFAOYSA-N,train
48097,OCYRUUIIROYVTH-UHFFFAOYSA-N,train
23581,RJDVZYUFZBULOI-UHFFFAOYSA-N,train
63421,RAKQSQPHTYNSOJ-UHFFFAOYSA-N,train
15481,TZZLDYZCZGLIJA-UHFFFAOYSA-N,train
109793,MSEITPVLMNETKS-SFTDATJTSA-N,test
154581,UTNHHDHPOLRPBK-UHFFFAOYSA-N,train
1198,BUWMPGOSLRJIOT-UHFFFAOYSA-N,train
196132,CGYCXGKMKPJAFI-UHFFFAOYSA-N,train
190221,ZBIMFTQVWNMWIE-UHFFFAOYSA-N,train
46266,NEQUCCGKAVEKBG-UHFFFAOYSA-N,train
217169,PMEXFRMECIAFNN-UHFFFAOYSA-N,train
159733,NSLPACIUCGMHTF-UHFFFAOYSA-N,train
162435,FMUONFOTTRUWIJ-UHFFFAOYSA-N,train
160605,SFILQAXQJMBQQL-UHFFFAOYSA-N,train
154575,YGAABZBZUJLLOK-UHFFFAOYSA-N,train
141069,VNPOZTHOQQTCAT-UHFFFAOYSA-N,train
29826,HQTXXSIHNGEEND-UHFFFAOYSA-N,train
862,FMJIKKXSIVRJGO-UHFFFAOYSA-N,validation
40702,PTVFMGRDQFDCMJ-UHFFFAOYSA-N,train
122167,BNBPKLRPKDNFGY-NRFANRHFSA-N,test
112042,GCYCPOGHEZJSII-UHFFFAOYSA-N,train
81879,FEMAKZKFOALVSZ-UHFFFAOYSA-N,train
97818,ACWFJUDXYNCYCY-UHFFFAOYSA-N,train
96664,FQMASBDARDWSIR-UHFFFAOYSA-N,train
121930,XDWPAOHJYMFSRA-JTDNENJMSA-N,train
28991,VWQFFUJBMYSDPX-UHFFFAOYSA-N,train
210748,PODVQUYAYLZQLV-UHFFFAOYSA-N,train
74484,AFZSYDLDKHVPSA-UHFFFAOYSA-N,train
110219,FXVPRXKMVQTBIT-UHFFFAOYSA-N,train
169852,PMJUJQJVPLTJHR-UHFFFAOYSA-N,train
217899,JMKQWKAVJRIMNI-UHFFFAOYSA-N,train
30146,GMTRSQHGFWJZNH-UHFFFAOYSA-N,train
38232,TXELHNCIEMNPPL-UHFFFAOYSA-N,train
163041,BOLQWVSUXQYSKX-UHFFFAOYSA-N,train
179864,PYKGLSZBKFACAK-UHFFFAOYSA-N,train
146572,YKDBCTLPZHXVFD-UHFFFAOYSA-N,train
165966,VKOSKHSIZUIRDW-UHFFFAOYSA-N,train
210429,FRMAATUMCKYMEG-UHFFFAOYSA-N,train
25604,OROMWPXOJJCEEQ-UHFFFAOYSA-N,train
79958,CNILKAXTRIFJRZ-BRWVUGGUSA-N,train
188917,SWVRHTFDZDPAQD-UHFFFAOYSA-N,train
192337,POOVNCSKBRNAHR-UHFFFAOYSA-N,train
61774,ZZGKSTOTYDQALT-UHFFFAOYSA-N,train
176545,AJMCLHKBYRUYQD-UHFFFAOYSA-N,train
154450,NTRYAURQLMDPCX-UHFFFAOYSA-N,train
132954,UPLJHQRHYXAPFG-UHFFFAOYSA-N,train
172015,YNNXTQMLBZZXTJ-UHFFFAOYSA-N,train
39585,DMQSWMRWBJCGFH-UHFFFAOYSA-N,train
80560,ZANNKZXRGUPNHO-UHFFFAOYSA-N,train
95718,FOPOZPZBRRLBNC-UHFFFAOYSA-N,train
156214,BQFOOUKGHFDYCT-UHFFFAOYSA-N,train
166102,QRTRURUAQPYDPS-UHFFFAOYSA-N,train
135652,KLLMTQROFFHCMY-UHFFFAOYSA-N,train
87580,OBRRZURSLDFBJN-QRIDDKLISA-N,train
196133,FSSINBNTNVNVSP-UHFFFAOYSA-N,train
96552,GGZLMNFPCGKBJO-UHFFFAOYSA-N,train
28673,STHOCPMMHKJPIF-FQEVSTJZSA-N,train
58522,CIRFXSNYRXSUQF-UHFFFAOYSA-N,train
38107,WTZKRYYHLHRNOJ-ZYHUDNBSSA-N,train
211422,AZBSPWGJIGOKAB-UHFFFAOYSA-N,train
130661,LNKDGTFMKYVFCG-UHFFFAOYSA-N,train
171776,ZYOFDTCLTQGQQA-MRVPVSSYSA-N,train
182551,OHXNONIMGMDSGT-UHFFFAOYSA-N,validation
43560,JXJJBXFUCNRFFM-UHFFFAOYSA-N,train
194133,YANFBVNJRRDFKZ-UHFFFAOYSA-N,train
155273,CIBAGWDISNKFGE-UHFFFAOYSA-N,train
14222,YPWYNONCSGZEQQ-AZUAARDMSA-N,train
2626,HFOCAQPWSXBFFN-UHFFFAOYSA-N,train
60039,VJGWAYRKXUNMKG-UHFFFAOYSA-N,train
