id,xyz_file,error
RCHOPSHIJGFBNF-UHFFFAOYSA-N__XROVQIBADZWZNW-DBVGBIOKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_RCHOPSHIJGFBNF-UHFFFAOYSA-N__XROVQIBADZWZNW-DBVGBIOKSA-N.xyz,
YMLIMMRAIOJFDV-UHFFFAOYSA-N__INCHBXPFPMUWBW-YMNIQAILSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_YMLIMMRAIOJFDV-UHFFFAOYSA-N__INCHBXPFPMUWBW-YMNIQAILSA-N.xyz,
INCHBXPFPMUWBW-YMNIQAILSA-N__YMLIMMRAIOJFDV-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_INCHBXPFPMUWBW-YMNIQAILSA-N__YMLIMMRAIOJFDV-UHFFFAOYSA-N.xyz,
LXYBYKHVFFODSA-WPWDOAJASA-N__MSEOFRDSJJIVPJ-NSHDSACASA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_LXYBYKHVFFODSA-WPWDOAJASA-N__MSEOFRDSJJIVPJ-NSHDSACASA-N.xyz,
MSEOFRDSJJIVPJ-NSHDSACASA-N__LXYBYKHVFFODSA-WPWDOAJASA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_MSEOFRDSJJIVPJ-NSHDSACASA-N__LXYBYKHVFFODSA-WPWDOAJASA-N.xyz,
MUBFOXTUIAINJP-UHFFFAOYSA-N__DZEALIWBOBCCQH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_MUBFOXTUIAINJP-UHFFFAOYSA-N__DZEALIWBOBCCQH-UHFFFAOYSA-N.xyz,
DZEALIWBOBCCQH-UHFFFAOYSA-N__MUBFOXTUIAINJP-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_DZEALIWBOBCCQH-UHFFFAOYSA-N__MUBFOXTUIAINJP-UHFFFAOYSA-N.xyz,
JXXRRYOSDXIZTA-RNFRBKRXSA-N__YFGYQBRIQWTSDF-USZNOCQGSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_JXXRRYOSDXIZTA-RNFRBKRXSA-N__YFGYQBRIQWTSDF-USZNOCQGSA-N.xyz,
YFGYQBRIQWTSDF-USZNOCQGSA-N__JXXRRYOSDXIZTA-RNFRBKRXSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_YFGYQBRIQWTSDF-USZNOCQGSA-N__JXXRRYOSDXIZTA-RNFRBKRXSA-N.xyz,
ZGQPXBLGTSCBBS-UHFFFAOYSA-N__BXFVODUBWHPUCF-ZDUSSCGKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_ZGQPXBLGTSCBBS-UHFFFAOYSA-N__BXFVODUBWHPUCF-ZDUSSCGKSA-N.xyz,
BXFVODUBWHPUCF-ZDUSSCGKSA-N__ZGQPXBLGTSCBBS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_BXFVODUBWHPUCF-ZDUSSCGKSA-N__ZGQPXBLGTSCBBS-UHFFFAOYSA-N.xyz,
BGEHCRHROLNOPX-UHFFFAOYSA-N__KCHFYKPIADOPBJ-YIZRAAEISA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_BGEHCRHROLNOPX-UHFFFAOYSA-N__KCHFYKPIADOPBJ-YIZRAAEISA-N.xyz,
KCHFYKPIADOPBJ-YIZRAAEISA-N__BGEHCRHROLNOPX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_KCHFYKPIADOPBJ-YIZRAAEISA-N__BGEHCRHROLNOPX-UHFFFAOYSA-N.xyz,
OPPXKDRIPUHNTG-UHFFFAOYSA-N__TUHSCRCWUUBXDS-SQXWHWBNSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_OPPXKDRIPUHNTG-UHFFFAOYSA-N__TUHSCRCWUUBXDS-SQXWHWBNSA-N.xyz,
TUHSCRCWUUBXDS-SQXWHWBNSA-N__OPPXKDRIPUHNTG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_TUHSCRCWUUBXDS-SQXWHWBNSA-N__OPPXKDRIPUHNTG-UHFFFAOYSA-N.xyz,
JVTAQDHNJPRECX-VAWYXSNFSA-N__GBQFTVLECCWXAC-BHDDXSALSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_JVTAQDHNJPRECX-VAWYXSNFSA-N__GBQFTVLECCWXAC-BHDDXSALSA-N.xyz,
ZUAZJPLYYVHKFN-IVKYANPVSA-N__UJNQMAIBKLCGEM-OBGWFSINSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_ZUAZJPLYYVHKFN-IVKYANPVSA-N__UJNQMAIBKLCGEM-OBGWFSINSA-N.xyz,
GBQFTVLECCWXAC-BHDDXSALSA-N__JVTAQDHNJPRECX-VAWYXSNFSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_GBQFTVLECCWXAC-BHDDXSALSA-N__JVTAQDHNJPRECX-VAWYXSNFSA-N.xyz,
UJNQMAIBKLCGEM-OBGWFSINSA-N__ZUAZJPLYYVHKFN-IVKYANPVSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_UJNQMAIBKLCGEM-OBGWFSINSA-N__ZUAZJPLYYVHKFN-IVKYANPVSA-N.xyz,
AZDLFTAZVHHMJP-UHFFFAOYSA-N__NLSDOZKRTCUTAN-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_AZDLFTAZVHHMJP-UHFFFAOYSA-N__NLSDOZKRTCUTAN-UHFFFAOYSA-N.xyz,
NLSDOZKRTCUTAN-UHFFFAOYSA-N__AZDLFTAZVHHMJP-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_NLSDOZKRTCUTAN-UHFFFAOYSA-N__AZDLFTAZVHHMJP-UHFFFAOYSA-N.xyz,
JJSFNZWJTJOOFB-UHFFFAOYSA-N__QEJRGURBLQWEOU-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_JJSFNZWJTJOOFB-UHFFFAOYSA-N__QEJRGURBLQWEOU-UHFFFAOYSA-N.xyz,
QEJRGURBLQWEOU-UHFFFAOYSA-N__JJSFNZWJTJOOFB-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0000/xyz_prod/prod_QEJRGURBLQWEOU-UHFFFAOYSA-N__JJSFNZWJTJOOFB-UHFFFAOYSA-N.xyz,
HTJDDCSBCXTOPU-UHFFFAOYSA-N__NWUIMJJEAVPMGW-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_HTJDDCSBCXTOPU-UHFFFAOYSA-N__NWUIMJJEAVPMGW-UHFFFAOYSA-N.xyz,
NWUIMJJEAVPMGW-UHFFFAOYSA-N__HTJDDCSBCXTOPU-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_NWUIMJJEAVPMGW-UHFFFAOYSA-N__HTJDDCSBCXTOPU-UHFFFAOYSA-N.xyz,
MRBOUXPFAATROH-UHFFFAOYSA-N__VSNYZUSKXCNCMZ-SNAWJCMRSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_MRBOUXPFAATROH-UHFFFAOYSA-N__VSNYZUSKXCNCMZ-SNAWJCMRSA-N.xyz,
VSNYZUSKXCNCMZ-SNAWJCMRSA-N__MRBOUXPFAATROH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_VSNYZUSKXCNCMZ-SNAWJCMRSA-N__MRBOUXPFAATROH-UHFFFAOYSA-N.xyz,
SJNOOCJNILRCFP-VBNZEHGJSA-N__NTKLDQGIKNHISH-JNPUDLMZSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_SJNOOCJNILRCFP-VBNZEHGJSA-N__NTKLDQGIKNHISH-JNPUDLMZSA-N.xyz,
NTKLDQGIKNHISH-JNPUDLMZSA-N__SJNOOCJNILRCFP-VBNZEHGJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_NTKLDQGIKNHISH-JNPUDLMZSA-N__SJNOOCJNILRCFP-VBNZEHGJSA-N.xyz,
NITHPIMMNACRRW-UHFFFAOYSA-N__CWBVPEWVHZXHEQ-GBXCKJPGSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_NITHPIMMNACRRW-UHFFFAOYSA-N__CWBVPEWVHZXHEQ-GBXCKJPGSA-N.xyz,
CWBVPEWVHZXHEQ-GBXCKJPGSA-N__NITHPIMMNACRRW-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_CWBVPEWVHZXHEQ-GBXCKJPGSA-N__NITHPIMMNACRRW-UHFFFAOYSA-N.xyz,
KTZXRGVMYHBRRT-UHFFFAOYSA-N__SFSFUAMNFQMBDD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_KTZXRGVMYHBRRT-UHFFFAOYSA-N__SFSFUAMNFQMBDD-UHFFFAOYSA-N.xyz,
SFSFUAMNFQMBDD-UHFFFAOYSA-N__KTZXRGVMYHBRRT-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_SFSFUAMNFQMBDD-UHFFFAOYSA-N__KTZXRGVMYHBRRT-UHFFFAOYSA-N.xyz,
TWIYDTWDZKCCEX-UHFFFAOYSA-N__QLQBAHUKYCVKKQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_TWIYDTWDZKCCEX-UHFFFAOYSA-N__QLQBAHUKYCVKKQ-UHFFFAOYSA-N.xyz,
QLQBAHUKYCVKKQ-UHFFFAOYSA-N__TWIYDTWDZKCCEX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_QLQBAHUKYCVKKQ-UHFFFAOYSA-N__TWIYDTWDZKCCEX-UHFFFAOYSA-N.xyz,
PSEZKGARKWTMTL-UHFFFAOYSA-N__KQNTUDQXLUODRI-RGUGMKFQSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_PSEZKGARKWTMTL-UHFFFAOYSA-N__KQNTUDQXLUODRI-RGUGMKFQSA-N.xyz,
KQNTUDQXLUODRI-RGUGMKFQSA-N__PSEZKGARKWTMTL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_KQNTUDQXLUODRI-RGUGMKFQSA-N__PSEZKGARKWTMTL-UHFFFAOYSA-N.xyz,
WRAVGLJQSJPWJL-UHFFFAOYSA-N__KPAKQNKLSTWLSL-LLVKDONJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_WRAVGLJQSJPWJL-UHFFFAOYSA-N__KPAKQNKLSTWLSL-LLVKDONJSA-N.xyz,
KPAKQNKLSTWLSL-LLVKDONJSA-N__WRAVGLJQSJPWJL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_KPAKQNKLSTWLSL-LLVKDONJSA-N__WRAVGLJQSJPWJL-UHFFFAOYSA-N.xyz,
RMXMJPJTHMCNPV-UHFFFAOYSA-N__HHYKNWPSVQGVQK-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_RMXMJPJTHMCNPV-UHFFFAOYSA-N__HHYKNWPSVQGVQK-UHFFFAOYSA-N.xyz,
GSLCCILEVHWIDM-UHFFFAOYSA-N__XHQKNWNROUEAFA-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_GSLCCILEVHWIDM-UHFFFAOYSA-N__XHQKNWNROUEAFA-UHFFFAOYSA-N.xyz,
XHQKNWNROUEAFA-UHFFFAOYSA-N__GSLCCILEVHWIDM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_XHQKNWNROUEAFA-UHFFFAOYSA-N__GSLCCILEVHWIDM-UHFFFAOYSA-N.xyz,
HHYKNWPSVQGVQK-UHFFFAOYSA-N__RMXMJPJTHMCNPV-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_HHYKNWPSVQGVQK-UHFFFAOYSA-N__RMXMJPJTHMCNPV-UHFFFAOYSA-N.xyz,
CQEIXRQZVGVUKB-UHFFFAOYSA-N__OQKOOZVGKMKJCX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_CQEIXRQZVGVUKB-UHFFFAOYSA-N__OQKOOZVGKMKJCX-UHFFFAOYSA-N.xyz,
OQKOOZVGKMKJCX-UHFFFAOYSA-N__CQEIXRQZVGVUKB-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_OQKOOZVGKMKJCX-UHFFFAOYSA-N__CQEIXRQZVGVUKB-UHFFFAOYSA-N.xyz,
CPSHQJNHQMQTRS-UHFFFAOYSA-N__MGNOKQNLBRSJNL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_CPSHQJNHQMQTRS-UHFFFAOYSA-N__MGNOKQNLBRSJNL-UHFFFAOYSA-N.xyz,
MGNOKQNLBRSJNL-UHFFFAOYSA-N__CPSHQJNHQMQTRS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_MGNOKQNLBRSJNL-UHFFFAOYSA-N__CPSHQJNHQMQTRS-UHFFFAOYSA-N.xyz,
IGPOSGOALHZVHC-UHFFFAOYSA-N__NEHUREOOPMIPGG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_IGPOSGOALHZVHC-UHFFFAOYSA-N__NEHUREOOPMIPGG-UHFFFAOYSA-N.xyz,
NEHUREOOPMIPGG-UHFFFAOYSA-N__IGPOSGOALHZVHC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0001/xyz_prod/prod_NEHUREOOPMIPGG-UHFFFAOYSA-N__IGPOSGOALHZVHC-UHFFFAOYSA-N.xyz,
CWEQHJLFCKMWEE-UHFFFAOYSA-N__JTYRCNHJHXAPKI-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_CWEQHJLFCKMWEE-UHFFFAOYSA-N__JTYRCNHJHXAPKI-UHFFFAOYSA-N.xyz,
JTYRCNHJHXAPKI-UHFFFAOYSA-N__CWEQHJLFCKMWEE-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_JTYRCNHJHXAPKI-UHFFFAOYSA-N__CWEQHJLFCKMWEE-UHFFFAOYSA-N.xyz,
IFLYDBYBQATMGX-VYBPISDUSA-N__CFTKZCQTCKQMBN-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_IFLYDBYBQATMGX-VYBPISDUSA-N__CFTKZCQTCKQMBN-UHFFFAOYSA-N.xyz,
CFTKZCQTCKQMBN-UHFFFAOYSA-N__IFLYDBYBQATMGX-VYBPISDUSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_CFTKZCQTCKQMBN-UHFFFAOYSA-N__IFLYDBYBQATMGX-VYBPISDUSA-N.xyz,
UPPOWCICJGLGLD-UHFFFAOYSA-N__YMLNVMWVPYPBOD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_UPPOWCICJGLGLD-UHFFFAOYSA-N__YMLNVMWVPYPBOD-UHFFFAOYSA-N.xyz,
YMLNVMWVPYPBOD-UHFFFAOYSA-N__UPPOWCICJGLGLD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_YMLNVMWVPYPBOD-UHFFFAOYSA-N__UPPOWCICJGLGLD-UHFFFAOYSA-N.xyz,
SBWRJWPVMXNQFR-KEUGWDJXSA-N__PMBIHHFNTAWZQM-AWEZNQCLSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_SBWRJWPVMXNQFR-KEUGWDJXSA-N__PMBIHHFNTAWZQM-AWEZNQCLSA-N.xyz,
GUFKPWFUZRPECR-DBRKOABJSA-N__LIOICBRQQUPOML-ZDUSSCGKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_GUFKPWFUZRPECR-DBRKOABJSA-N__LIOICBRQQUPOML-ZDUSSCGKSA-N.xyz,
PMBIHHFNTAWZQM-AWEZNQCLSA-N__SBWRJWPVMXNQFR-KEUGWDJXSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_PMBIHHFNTAWZQM-AWEZNQCLSA-N__SBWRJWPVMXNQFR-KEUGWDJXSA-N.xyz,
LIOICBRQQUPOML-ZDUSSCGKSA-N__GUFKPWFUZRPECR-DBRKOABJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_LIOICBRQQUPOML-ZDUSSCGKSA-N__GUFKPWFUZRPECR-DBRKOABJSA-N.xyz,
ACWASDPGAVYCNI-JKUQZMGJSA-N__ZLGMULQFLDCPSQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_ACWASDPGAVYCNI-JKUQZMGJSA-N__ZLGMULQFLDCPSQ-UHFFFAOYSA-N.xyz,
ZLGMULQFLDCPSQ-UHFFFAOYSA-N__ACWASDPGAVYCNI-JKUQZMGJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_ZLGMULQFLDCPSQ-UHFFFAOYSA-N__ACWASDPGAVYCNI-JKUQZMGJSA-N.xyz,
YEONNEIMRRXFRQ-UHFFFAOYSA-N__AGTSNXAZDKAPHU-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_YEONNEIMRRXFRQ-UHFFFAOYSA-N__AGTSNXAZDKAPHU-UHFFFAOYSA-N.xyz,
AGTSNXAZDKAPHU-UHFFFAOYSA-N__YEONNEIMRRXFRQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_AGTSNXAZDKAPHU-UHFFFAOYSA-N__YEONNEIMRRXFRQ-UHFFFAOYSA-N.xyz,
ALQNUOMIEBHXQG-RFZPGFLSSA-N__RTVULIWDAJCVQI-SNVBAGLBSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_ALQNUOMIEBHXQG-RFZPGFLSSA-N__RTVULIWDAJCVQI-SNVBAGLBSA-N.xyz,
RTVULIWDAJCVQI-SNVBAGLBSA-N__ALQNUOMIEBHXQG-RFZPGFLSSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_RTVULIWDAJCVQI-SNVBAGLBSA-N__ALQNUOMIEBHXQG-RFZPGFLSSA-N.xyz,
XRYSAVYVSCOWMF-BHYGNILZSA-N__FCFOZCBCQUZVMI-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_XRYSAVYVSCOWMF-BHYGNILZSA-N__FCFOZCBCQUZVMI-UHFFFAOYSA-N.xyz,
FCFOZCBCQUZVMI-UHFFFAOYSA-N__XRYSAVYVSCOWMF-BHYGNILZSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_FCFOZCBCQUZVMI-UHFFFAOYSA-N__XRYSAVYVSCOWMF-BHYGNILZSA-N.xyz,
BRWZBVMEUWBCMW-UHFFFAOYSA-N__HBXMHIOFEFXLOB-HFYYSOHNSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_BRWZBVMEUWBCMW-UHFFFAOYSA-N__HBXMHIOFEFXLOB-HFYYSOHNSA-N.xyz,
HBXMHIOFEFXLOB-HFYYSOHNSA-N__BRWZBVMEUWBCMW-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_HBXMHIOFEFXLOB-HFYYSOHNSA-N__BRWZBVMEUWBCMW-UHFFFAOYSA-N.xyz,
UHZPWZRJVOHOEE-UHFFFAOYSA-N__IOSOLULHNROHSZ-VXGLHPTQSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_UHZPWZRJVOHOEE-UHFFFAOYSA-N__IOSOLULHNROHSZ-VXGLHPTQSA-N.xyz,
IOSOLULHNROHSZ-VXGLHPTQSA-N__UHZPWZRJVOHOEE-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_IOSOLULHNROHSZ-VXGLHPTQSA-N__UHZPWZRJVOHOEE-UHFFFAOYSA-N.xyz,
BCHKZYZFNNFFIH-JQCXWYLXSA-N__IQKDTQRZPNDHOA-OAHLLOKOSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_BCHKZYZFNNFFIH-JQCXWYLXSA-N__IQKDTQRZPNDHOA-OAHLLOKOSA-N.xyz,
IQKDTQRZPNDHOA-OAHLLOKOSA-N__BCHKZYZFNNFFIH-JQCXWYLXSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_IQKDTQRZPNDHOA-OAHLLOKOSA-N__BCHKZYZFNNFFIH-JQCXWYLXSA-N.xyz,
BJOLVLGNCWDUPC-UHFFFAOYSA-N__JKZVORCTCZAFFZ-WDSKDSINSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_BJOLVLGNCWDUPC-UHFFFAOYSA-N__JKZVORCTCZAFFZ-WDSKDSINSA-N.xyz,
JKZVORCTCZAFFZ-WDSKDSINSA-N__BJOLVLGNCWDUPC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_JKZVORCTCZAFFZ-WDSKDSINSA-N__BJOLVLGNCWDUPC-UHFFFAOYSA-N.xyz,
PTZPJQJIZOTGBU-UHFFFAOYSA-N__AKTTYIBIGFPGCJ-SVBPBHIXSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_PTZPJQJIZOTGBU-UHFFFAOYSA-N__AKTTYIBIGFPGCJ-SVBPBHIXSA-N.xyz,
AKTTYIBIGFPGCJ-SVBPBHIXSA-N__PTZPJQJIZOTGBU-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_AKTTYIBIGFPGCJ-SVBPBHIXSA-N__PTZPJQJIZOTGBU-UHFFFAOYSA-N.xyz,
VVYYNVWHZGGDPR-UHFFFAOYSA-N__QLZJOCXWWTXDSQ-MGPQQGTHSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_VVYYNVWHZGGDPR-UHFFFAOYSA-N__QLZJOCXWWTXDSQ-MGPQQGTHSA-N.xyz,
QLZJOCXWWTXDSQ-MGPQQGTHSA-N__VVYYNVWHZGGDPR-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_QLZJOCXWWTXDSQ-MGPQQGTHSA-N__VVYYNVWHZGGDPR-UHFFFAOYSA-N.xyz,
MZIGNLHGPMKQJV-WLNDFMDLSA-N__RHJAPLVWPWSYLO-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0002/xyz_prod/prod_MZIGNLHGPMKQJV-WLNDFMDLSA-N__RHJAPLVWPWSYLO-UHFFFAOYSA-N.xyz,
